System ID	Name Title	Name Title Notes	Other Name
"575"	"Untitled (Boy)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed in Virginia before August move to Texas, on basis of Stieglitz--O'Keeffe correspondence."	
"5756"	"Georgia O'Keeffe"		
"5757"	"Georgia O'Keeffe, Ghost Ranch"		
"5758"	"Georgia O'Keeffe"		
"5759"	"Georgia O'Keeffe"		
"576"	"Untitled (Girl)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed in Virginia before August move to Texas. See cat. no. 100."	
"5760"	"Georgia O'Keeffe"		
"5761"	"Georgia O'Keeffe"		
"5762"	"Georgia O'Keeffe"		
"5763"	"Grooming Dogs, Abiquiu"		
"5764"	"Holding a Book by Leonard Baskin, Bedroom, Abiquiu"		
"5765"	"Abiquiu"		
"5766"	"Holding Eliot Porter's Rock, Abiquiu"		
"5767"	"Abiquiu"		
"5768"	"Grooming Dogs, Abiquiu"		
"5769"	"Evening Walk, Ghost Ranch"		
"577"	"Untitled (Landscape)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed in Virginia before August move to Texas. Dated 1916 on basis of Stieglitz--O'Keeffe correspondence."	
"5770"	"Morning Walk, Ghost Ranch"		
"5771"	"Bedroom, Abiquiu"		
"5772"	"With Rock Collection, Abiquiu"		
"5773"	"Grooming Dogs, Abiquiu"		
"5778"	"Georgia O'Keeffe, Chaco Canyon, New Mexico"		
"5779"	"Georgia O'Keeffe and Unidentified Man in Woods"		
"578"	"Untitled (Landscape)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed in Virginia before August move to Texas. See cat. no. 102."	
"5780"	"Georgia O'Keeffe Walking at the White Place"		
"5781"	"Georgia O'Keeffe with Footprints and Camera"		
"5782"	"Georgia O'Keeffe with Footprints and Camera"		
"5783"	"Georgia O'Keeffe in Front of a Church"		
"5784"	"Georgia O'Keeffe and Friends at Dinner in the Abiquiu House Dining Room"		
"5785"	"Georgia O'Keeffe Holding Bones"		
"5786"	"Georgia O'Keeffe holding bones"		
"5787"	"Georgia O'Keeffe at Yosemite"		
"5788"	"Georgia O'Keeffe at Yosemite"		
"5789"	"Georgia O'Keeffe at Yosemite"		
"5790"	"Georgia O'Keeffe at Yosemite"		
"5793"	"Georgia O'Keeffe and Alfred Stieglitz at An American Place (contact sheet)"		
"5794"	"Georgia O'Keeffe and Alfred Stieglitz at An American Place (contact sheet)"		
"5851"	"Georgia O'Keeffe at Ghost Ranch"		
"5852"	"Georgia O'Keeffe Walking with Chow at Ghost Ranch"		
"5853"	"Georgia O'Keeffe with Chow and Friends at Ghost Ranch"		
"5854"	"Georgia O'Keeffe and Callery Sculpture"		
"5860"	"Georgia O'Keeffe in Abiquiu Bedroom"		
"5872"	"Georgia O'Keeffe in Ghost Ranch Garage with Sky above Clouds IV"		
"5873"	"Georgia O'Keeffe"		
"5885"	"Georgia O'Keeffe in Abiquiu Patio"	"Photograph was featured in Architectural Digest July 1981"	
"5891"	"Georgia O'Keeffe and Bust by Mary Callery"		
"5892"	"Georgia O'Keeffe and Bust by Mary Callery"		
"59"	"Stump in Red Hills"	"Remarks: Source of title WA, DA, AN, 1941 New York (An American Place - O'Keeffe) exhibition checklist. WA indicates, ""Exam. at Amer. Place, March 1946....No Signature."""	
"5903"	"Georgia O'Keeffe in Taos, New Mexico"		
"5907"	"Georgia O'Keeffe"		
"5908"	"Georgia O'Keeffe"		
"5909"	"Georgia O'Keeffe and Juan Hamilton"		
"5910"	"Georgia O'Keeffe with Ozenfant in Mary Callery's Garden"		
"5911"	"Georgia O'Keeffe in Front of Abiquiu House Salita Door"		
"5912"	"Georgia O'Keeffe"		
"5913"	"Georgia O'Keeffe"		
"5914"	"Georgia O'Keeffe in Abiquiu House Patio with Dog and Cat"		
"5915"	"Georgia O'Keeffe with Camera"		
"5916"	"Georgia O'Keeffe with Camera"		
"5917"	"Georgia O'Keeffe Photographing the Chama Valley, New Mexico"		
"5918"	"Georgia Making a Salad at the Ranch"		
"5919"	"Georgia Making Stew, Ghost Ranch"		
"5920"	"Pouring Tea"		
"5921"	"Pouring Tea"		
"5922"	"Pouring Tea"		
"5923"	"Pouring Tea"		
"5924"	"Georgia O'Keeffe, Ghost Ranch"		
"5925"	"Georgia O'Keeffe at Glen Canyon"		
"5926"	"Georgia O'Keeffe at Glen Canyon"		
"5927"	"Entering Hidden Canyon"		
"5928"	"Georgia O'Keeffe at Glen Canyon"		
"5929"	"Georgia O'Keeffe at Glen Canyon"		
"5930"	"Georgia O'Keeffe at Glen Canyon"		
"5931"	"Georgia O'Keeffe at Glen Canyon"		
"5932"	"Georgia O'Keeffe at Glen Canyon"		
"5933"	"Georgia O'Keeffe at Glen Canyon"		
"5934"	"Georgia O'Keeffe at Glen Canyon"		
"5935"	"Georgia Reading, Glen Canyon"		
"5936"	"Georgia on Raft Trip Through Glen Canyon"		
"5937"	"Georgia O'Keeffe with Chia and Bo in Abiquiu House Garden"		
"5938"	"Georgia O'Keeffe with Chia and Bo in Abiquiu House Garden"		
"5939"	"Georgia O'Keeffe with Sky Above Clouds II"		
"5940"	"Georgia O'Keeffe with Sky Above Clouds II"		
"5941"	"Georgia O'Keeffe"		
"5942"	"Georgia O'Keeffe"		
"5943"	"Georgia O'Keeffe"		
"5944"	"Georgia O'Keeffe on Portal at the Ghost Ranch, New Mexico"		
"5945"	"Georgia O'Keeffe at Ghost Ranch"		
"5946"	"Georgia O'Keeffe with New Leica"		
"5947"	"Georgia O'Keeffe with New Leica"		
"5948"	"Georgia O'Keeffe with New Leica"		
"5949"	"Georgia O'Keeffe"		
"5950"	"O'Keeffe in Her Studio - Abiquiu, N.M."	"Handwritten on recto: 44AM 77-19-O'Keeffe in her studio - Abiquiu, N.M. 2/77"	
"5951"	"Georgia O'Keeffe with Catherine Klenert"		
"5952"	"Georgia O'Keeffe with Todd Webb"		
"5953"	"Georgia O'Keeffe in Ghost Ranch Kitchen"		
"5954"	"Georgia O'Keeffe in Ghost Ranch Kitchen"		
"5955"	"Georgia O'Keeffe with Driftwood"		
"5956"	"Georgia O'Keeffe in Abiquiu House Roofless Room"		
"5957"	"Georgia O'Keeffe"		
"5958"	"Georgia O'Keeffe"		
"5959"	"Georgia O'Keeffe and Friends at Dinner in the Abiquiu House Dining Room"		
"5960"	"Georgia O'Keeffe and Friends at Dinner in the Abiquiu House Dining Room"		
"5961"	"Georgia O'Keeffe and Friend in Abiquiu Garden"		
"5962"	"Georgia O'Keeffe and Chow in Abiquiu Garden"		
"5963"	"Georgia O'Keeffe and Chow in Abiquiu Garden"		
"5964"	"Georgia O'Keeffe in Abiquiu Garden"		
"5965"	"Georgia O'Keeffe"		
"5966"	"Georgia O'Keeffe"		
"5967"	"Georgia O'Keeffe and Chow in Abiquiu Garden"		
"5968"	"Georgia O'Keeffe and Chow in Abiquiu Garden"		
"5969"	"Georgia O'Keeffe and Chows in Abiquiu Garden"		
"5970"	"Georgia O'Keeffe and Chows in Abiquiu Garden"		
"5971"	"Georgia O'Keeffe and Chow in Abiquiu Garden"		
"5972"	"Georgia O'Keeffe in Abiquiu House Living Room"		
"5973"	"Georgia O'Keeffe in Abiquiu House Living Room"		
"5974"	"Georgia O'Keeffe in Abiquiu Garden"		
"5975"	"Georgia O'Keeffe"		
"5976"	"Georgia O'Keeffe and Unidentified Woman"		
"5977"	"Georgia O'Keeffe and Unidentified Woman"		
"5978"	"Georgia O'Keeffe, Todd Webb and Lucille Webb on Ghost Ranch Patio"		
"5979"	"Georgia O'Keeffe on Ghost Ranch Roof"		
"5980"	"Georgia O'Keeffe on Ghost Ranch Portal"		
"5981"	"Georgia O'Keeffe on Ghost Ranch Portal"		
"5982"	"Georgia O'Keeffe"		
"5983"	"Georgia O'Keeffe"		
"5984"	"Georgia O'Keeffe"		
"5985"	"Georgia O'Keeffe"		
"5986"	"Georgia O'Keeffe"		
"5987"	"Georgia O'Keeffe"		
"5988"	"Georgia O'Keeffe"		
"5989"	"Georgia O'Keeffe"		
"5990"	"Georgia O'Keeffe Walking toward Pedernal with Dogs"		
"5991"	"Georgia O'Keeffe in Front of ""Sky Above Clouds II"""		
"5992"	"Georgia O'Keeffe in Front of ""Sky Above Clouds II"""		
"5993"	"Unidentified Man"		
"5994"	"Unidentified Man"		
"5995"	"Unidentified Man"		
"5996"	"Unidentified Woman"		
"5997"	"Georgia O'Keeffe's Abiquiu House, Living Room"		
"5998"	"Georgia O'Keeffe's Abiquiu House, Living Room"		
"5999"	"Georgia O'Keeffe's Abiquiu House, Living Room"		
"60"	"Head with Broken Pot"	"Remarks: Source of title: WA, DA, AN, 1944 New York (An American Place) exhibition checklist. WA indicates, ""Exam. at Amer. Place, March 1946....No signature."" WA, AN indicate, ""On backing: '17. Head with Broken Pot' 1943"" [exhibition label not verified]. See cat. no. 1037."	
"600"	"Untitled (Tent Door at Night)"	"Source of title: relationship of image to cat. no 113. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia ^O'Keeffe Foundation. Completed in Virginia before August move to Texas."	
"6000"	"Skull"		
"6001"	"Insects on Leaf"		
"6002"	"Insects on Leaf"		
"6003"	"Jimson Weed"		
"6004"	"Jimson Weed"		
"6005"	"Jimson Weed"		
"6006"	"Jimson Weed"		
"6007"	"Jimson Weed"		
"6008"	"Jimson Weed"		
"6009"	"Jimson Weed"		
"601"	"Untitled (Palo Duro Canyon)"	"Remarks: Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas."	
"6010"	"Jimson Weed"		
"6011"	"Jimson Weed"		
"6012"	"View from Georgia O'Keeffe's Abiquiu House in Winter"		
"6013"	"View from Georgia O'Keeffe's Abiquiu House in Winter"		
"6014"	"View from Georgia O'Keeffe's Abiquiu House in Winter"		
"6015"	"View from Georgia O'Keeffe's Abiquiu House in Winter"		
"6016"	"View from Georgia O'Keeffe's Abiquiu House in Winter"		
"6017"	"View from Georgia O'Keeffe's Abiquiu House in Winter"		
"6018"	"Glen Canyon"		
"6019"	"Glen Canyon"		
"602"	"Untitled (Palo Duro Canyon)"	"Remarks: Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas."	
"6020"	"Glen Canyon"		
"6021"	"Glen Canyon"		
"6022"	"Glen Canyon"		
"6023"	"Glen Canyon"		
"6024"	"Glen Canyon"		
"6025"	"Glen Canyon"		
"6026"	"Glen Canyon"		
"6027"	"Glen Canyon"		
"6028"	"Glen Canyon"		
"6029"	"Ocean Bay and Volcanic Rock, Hawaii"		
"603"	"Untitled (Palo Duro Canyon)"	"Remarks: Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas."	
"6030"	"Natural Stone Arch, Waianapanapa State Park, Hawaii"		
"6031"	"Natural Stone Arch near Leho'ula Beach, 'Aleamai, Hana, Maui, Hawaii"		
"6032"	"Sugar Cane Fields and Clouds, Hawaii"		
"6033"	"Sugar Cane Fields and Clouds, Hawaii"		
"6034"	"Natural Stone Arch, Waianapanapa State Park, Hawaii"		
"6035"	"Natural Stone Arch, Waianapanapa State Park, Hawaii"		
"6036"	"Natural Stone Arch near Leho'ula Beach, 'Aleamai, Hana, Maui, Hawaii"		
"6037"	"Natural Stone Arch near Leho'ula Beach, 'Aleamai, Hana, Maui, Hawaii"		
"6038"	"Cliffs and Coastline, Hawaii"		
"6039"	"Natural Stone Arch, Waianapanapa State Park, Hawaii"		
"604"	"Untitled (Palo Duro Canyon)"	"Remarks: Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas."	
"6040"	"Ocean Shore, Hawaii"		
"6041"	"Natural Stone Arch near Leho'ula Beach, 'Aleamai, Hana, Maui, Hawaii"		
"6042"	"Ocean Shore, Hawaii"		
"6043"	"Ocean Shore, Hawaii"		
"6044"	"Canoe Shed at Wai'anapanapa Black Sand Beach, Hana, Maui, Hawaii"		
"6045"	"Flower, Hawaii"		
"6046"	"Portrait of Todd Webb"		
"6047"	"Portrait of Todd Webb"		
"6048"	"Todd Webb Standing in Front of the Salita Door, Abiquiu"		
"6049"	"Portrait of Todd Webb"		
"605"	"Untitled (Palo Duro Canyon)"	"Remarks: Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas."	
"6050"	"Portrait of Todd Webb"		
"6051"	"Portrait of Todd Webb"		
"6052"	"Portrait of Todd Webb"		
"6053"	"Portrait of Todd Webb"		
"6054"	"Portrait of Todd Webb"		
"6055"	"Portrait of Todd Webb"		
"6056"	"Portrait of Todd Webb"		
"6057"	"Portrait of Todd Webb"		
"6058"	"Skull"		
"6059"	"Skull and Chair"		
"606"	"Untitled (Palo Duro Canyon)"	"Remarks: Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas."	
"6060"	"Georgia O'Keeffe Exhibition at 291, Interior Gallery View"		
"6061"	"Georgia O'Keeffe Exhibition at 291, Interior Gallery View"		
"6062"	"Georgia O'Keeffe Exhibition at 291, Interior Gallery View"		
"6063"	"Georgia O'Keeffe Exhibition at The Anderson Galleries, Interior Gallery View"		
"607"	"Untitled (Palo Duro Canyon)"	"Remarks: Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas."	
"608"	"Untitled (Palo Duro Canyon)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas. Barbara Buhler Lynes"	
"609"	"Untitled (Palo Duro Canyon)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas. Barbara Buhler Lynes"	
"6091"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6092"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6093"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6094"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6095"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6096"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6097"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6098"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6099"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"61"	"Blue II"	"Remarks: Source of title: DA, AN after 1977, Not recorded WA. Da, AN date 1917. Dated 1916 on basis of similarities to cat. entries 117--19, 121. Completed in Virginia or Texas."	
"610"	"Untitled (Palo Duro Canyon)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library;Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas. Barbara Buhler Lynes"	
"6100"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6101"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6102"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6103"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6104"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6105"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6106"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6107"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6108"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6109"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"611"	"Untitled (Palo Duro Canyon)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas. Barbara Buhler Lynes"	
"6110"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6111"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6112"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6113"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6114"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6115"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View"		
"6116"	"Georgia O'Keeffe 33 New Paintings (New Mexico) - An American Place, Interior Gallery View"		
"6117"	"Georgia O'Keeffe 33 New Paintings (New Mexico) - An American Place, Interior Gallery View"		
"6118"	"Georgia O'Keeffe 33 New Paintings (New Mexico) - An American Place, Interior Gallery View"		
"6119"	"Georgia O'Keeffe 33 New Paintings (New Mexico) - An American Place, Interior Gallery View"		
"612"	"Untitled (Palo Duro Canyon)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas. Barbar Buhler Lynes"	
"6120"	"Georgia O'Keeffe 33 New Paintings (New Mexico) - An American Place, Interior Gallery View"		
"6121"	"Georgia O'Keeffe New & Some Old - An American Place, Interior Gallery View"		
"6122"	"Georgia O'Keeffe New & Some Old - An American Place, Interior Gallery View"		
"6123"	"Georgia O'Keeffe New & Some Old - An American Place, Interior Gallery View"		
"6124"	"Georgia O'Keeffe New & Some Old - An American Place, Interior Gallery View"		
"6125"	"Georgia O'Keeffe New & Some Old - An American Place, Interior Gallery View"		
"6126"	"Georgia O'Keeffe New & Some Old - An American Place, Interior Gallery View"		
"6127"	"Georgia O'Keeffe Exhibition of Paintings (1919-34)- An American Place, Interior Gallery View"		
"6128"	"Georgia O'Keeffe Exhibition of Paintings (1919-34)- An American Place, Interior Gallery View"		
"6129"	"Georgia O'Keeffe Exhibition of Paintings (1919-34), An American Place"		"Georgia O'Keeffe Exhibition of Paintings (1919-34)- An American Place, Interior Gallery View   Descriptive Title   "
"613"	"Untitled (Palo Duro Canyon)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia ^O'Keeffe Foundation. Completed after August move to Texas. Barbara Buhler Lynes"	
"6130"	"Georgia O'Keeffe Exhibition of Paintings (1919-34), An American Place, Interior Gallery View"		
"6131"	"Georgia O'Keeffe Exhibition of Paintings (1919-34)- An American Place, Interior Gallery View"		
"6132"	"Georgia O'Keeffe Exhibition of Paintings (1919-34), An American Place, Interior Gallery View"		
"6133"	"Georgia O'Keeffe Exhibition of Paintings (1919-34),  An American Place, Interior Gallery View"		
"6134"	"Georgia O'Keeffe Exhibition of Paintings (1919-34), An American Place, Interior Gallery View"		
"6135"	"Georgia O'Keeffe Exhibition of Paintings (1919-34)- An American Place, Interior Gallery View"		
"6136"	"Georgia O'Keeffe Exhibition of Paintings (1919-34),  An American Place, Interior Gallery View"		
"6138"	"Georgia O'Keeffe Exhibition - An American Place, Interior Gallery view"		
"6139"	"Georgia O'Keeffe Exhibition - An American Place, Interior Gallery view"		
"614"	"Untitled (Palo Duro Canyon)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas. Barbara Buhler Lynes"	
"6140"	"Georgia O'Keeffe Exhibition - An American Place, Interior Gallery view"		
"6141"	"Georgia O'Keeffe Exhibition - An American Place, Interior Gallery view"		
"6143"	"Georgia O'Keeffe Exhibition - An American Place, Interior Gallery view"		
"6144"	"Georgia O'Keeffe Exhibition - An American Place, Interior Gallery view"		
"6145"	"Georgia O'Keeffe Exhibition - An American Place, Interior Gallery view"		
"615"	"Untitled (Palo Duro Canyon)"	" Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas. Barbara Buhler Lynes"	
"6156"	"History of An American, Alfred Stieglitz, Stieglitz '291' and After, Philadelphia Museum of Art. Interior Gallery View"		
"6159"	"John Marin Exhibition - An American Place, Interior Gallery View"		
"616"	"Untitled (Palo Duro Canyon)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas. Barbara Buhler Lynes"	
"6160"	"John Marin Exhibition - An American Place, Interior Gallery View"		
"6161"	"John Marin Exhibition - An American Place, Interior Gallery View"		
"6162"	"John Marin Exhibition - An American Place, Interior Gallery View"		
"6163"	"John Marin Exhibition - An American Place, Interior Gallery View"		
"6164"	"John Marin Exhibition - An American Place, Interior Gallery View"		
"6165"	"John Marin Exhibition - An American Place, Interior Gallery View"		
"6167"	"Georgia O'Keeffe Exhibition, MOMA, Interior Gallery View"		
"6168"	"Georgia O'Keeffe Exhibition, MOMA, Interior Gallery View"		
"6169"	"Georgia O'Keeffe Exhibition, MOMA, Interior Gallery View"		
"617"	"Untitled (Palo Duro Canyon)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas. Barbara Buhler Lynes"	
"6170"	"Georgia O'Keeffe Exhibition, MOMA, Interior Gallery View"		
"6171"	"Georgia O'Keeffe Exhibition, MOMA, Interior Gallery View"		
"6172"	"Georgia O'Keeffe Exhibition, MOMA, Interior Gallery View"		
"6173"	"Georgia O'Keeffe Exhibition, MOMA, Interior Gallery View"		
"6174"	"Georgia O'Keeffe Exhibition, MOMA, Interior Gallery View"		
"6175"	"Georgia O'Keeffe Exhibition, MOMA, Interior Gallery View"		
"6176"	"Georgia O'Keeffe Exhibition, MOMA, Interior Gallery View"		
"6177"	"Georgia O'Keeffe Exhibition, MOMA, Interior Gallery View"		
"6178"	"Georgia O'Keeffe Exhibition, MOMA, Interior Gallery View"		
"6179"	"Georgia O'Keeffe Exhibition, MOMA, Interior Gallery View"		
"618"	"Untitled (Palo Duro Canyon)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas. Barbara Buhler Lynes"	
"6180"	"Georgia O'Keeffe Exhibition, MOMA, Interior Gallery View"		
"6181"	"Georgia O'Keeffe Paintings 1946-50, An American Place, Interior Gallery View"		
"6182"	"Georgia O'Keeffe Paintings 1946-50, An American Place, Interior Gallery View"		
"6183"	"Georgia O'Keeffe Paintings 1946-50, An American Place, Interior Gallery View"		
"6184"	"Georgia O'Keeffe Paintings 1946-50, An American Place, Interior Gallery View"		
"6185"	"Georgia O'Keeffe Paintings 1946-50, An American Place, Interior Gallery View"		
"6186"	"Georgia O'Keeffe Paintings 1946-50, An American Place, Interior Gallery View"		
"6187"	"Georgia O'Keeffe Paintings 1946-50, An American Place, Interior Gallery View"		
"6188"	"Georgia O'Keeffe Paintings 1946-50, An American Place, Interior Gallery View"		
"6189"	"Georgia O'Keeffe Paintings 1946-50, An American Place, Interior Gallery View"		
"619"	"Untitled (Palo Duro Canyon)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas. Verso of cat. no. 150. Barbara Buhler Lynes"	
"6190"	"Georgia O'Keeffe Paintings 1946-50, An American Place, Interior Gallery View"		
"6191"	"Georgia O'Keeffe Exhibition at Downtown Gallery"		
"6192"	"Georgia O'Keeffe Exhibition at Downtown Gallery"		
"6193"	"Georgia O'Keeffe Exhibition at Downtown Gallery"		
"6194"	"Georgia O'Keeffe Exhibition at Downtown Gallery"		
"6195"	"Georgia O'Keeffe Exhibition at Downtown Gallery"		
"6196"	"Georgia O'Keeffe Exhibition at Downtown Gallery"		
"6197"	"Georgia O'Keeffe Exhibition at Downtown Gallery"		
"62"	"Evening Star No. VII"	"Source of title: DA, AN. Not recorded WA. AN indicates lost inscription on original backing, ""Back: O'K; 'No. 7;"" ['No. 7' is Downtown Gallery inventory number]. AN after 1977 indicates, ""Sold by Halpert - March 1962."""	
"620"	"Untitled (Palo Duro Canyon)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Completed after August move to Texas. See cat. nos. 135-60,162. Verso of cat. no. 149 Barbara Buhler Lynes"	
"621"	"Untitled (Study for No.24 - Special)"	"Source of title: relationship of image to cat. no. 166. Not recorded Artist Files, Whitney Museum of American Art Library; Artist Files, Downtown Gallery ^Records, Archives of American Art; Abiquiu Notebooks, The Georgia ^O'Keeffe Foundation. Completed after August move to Texas. Barbara Buhler Lynes"	
"622"	"Untitled (Still-Life)"	"Source of title: Image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes"	
"623"	"Untitled (Abstraction)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes"	
"6236"	"Georgia O'Keeffe Exhibition at the National Gallery of Art"		
"624"	"Untitled (Figure)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes"	
"625"	"Untitled (Figure)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. Barbara Buhler Lynes"	
"626"	"Untitled (Colorado Landscape)"	"Source of title: image. Not recorded Artist Files, Whitney Museum of ^American Art Library; Artist Files, Downtown Gallery Records, Archives of American Art; Abiquiu Notebooks, The Georgia O'Keeffe Foundation. O'Keeffe and her sister, Claudia, vacationed in Colorado in August 1917. See cat. nos. 213-25. Barbara Buhler Lynes"	
