System ID	EventAsscPlaceID	EventAsscObjectID	EventAsscPersonID	Name	Event short summary	Type	Date	Time	Period	Date Earliest	Date Latest	Date Notes	Place	Place Notes	Person	Person Role	Person Notes	Object	Object Notes	Event	Event Notes	Concept	Concept Notes	Consequence	Document	Document Notes	Correspondence	Photo Audio-Visual Ref	Photo Audio-Visual Notes	Primary Image	Image Publication Status	User Authority 1	User Authority 2	User Authority 3	User Authority 4	User Authority 5	User Defined Value 1	User Defined Value 2	User Defined Value 3	User Defined Value 4	User Defined Value 5	User Defined Text 1	User Defined Text 2	User Defined Text 3	User Defined Text 4	User Defined Text 5	User Authority 1 AMV	User Authority 1 AMV <Not in use>	User Authority 1 AMV Date	User Authority 1 AMV Notes	User Authority 2 AMV	User Authority 2 AMV <Not in use>	User Authority 2 AMV Date	User Authority 2 AMV Notes	User Authority 3 AMV	User Authority 3 AMV <Not in use>	User Authority 3 AMV Date	User Authority 3 AMV Notes	User Authority 4 AMV	User Authority 4 AMV <Not in use>	User Authority 4 AMV Date	User Authority 4 AMV Notes	User Authority 5 AMV	User Authority 5 AMV <Not in use>	User Authority 5 AMV Date	User Authority 5 AMV Notes	Short Name	Long Name	Definition	Images	Image Ref - Full path	Image Ref - Relative path	External File	External File Category	External File Notes	Web Address	Next Higher Term	Hierarchical Level	Sequence	Hierarchical Levels Summary	Ascending Hierarchy	<System Flag>:Ascending Name	<System Flag>:Descending Name	<System Flag>:Name	Descending Hierarchy	Current Status	Status History	Status History Date	Updated By	Update Time	Management Flag	Flag Note	Term Usage Control	System Note	Manager Note	Cataloguer	Date Catalogued	Authority Source	Authority Source Note	Originating Database	Originating Date	Originating No	Record Size
"118"	"1134"	", 6884, "	"2, 292"	"Georgia O'Keeffe purchases her second home, a hacienda on three acres of land in Abiquiú, New Mexico."	"Georgia O'Keeffe purchases her second home, a hacienda on three acres of land in Abiquiú, New Mexico.; 1945; Abiquiu/New Mexico"	"Georgia O'Keeffe"	"1945"			"Jan 01 1945"	"Dec 31 1945"		"Abiquiu/New Mexico"		"Georgia O'Keeffe, Maria Chabot"	"Subject, Subject"		"6883, RC.2001.2.29a; Title On the Roof of the Abiquiu House Studio, Looking South; Artist Maria Chabot (American, b.1913, d.2001), 6885"													"No image"																																				"Georgia O'Keeffe purchases her second home, a hacienda on three acres of land in Abiquiú, New Mexico."	"Georgia O'Keeffe purchases her second home, a hacienda on three acres of land in Abiquiú, New Mexico."	"After many years of negotiating, Georgia O’Keeffe purchases an abandoned hacienda on three acres of land in Abiquiú, New Mexico from the Archdiocese of Santa Fe.  “When I first saw the Abiquiú house it was a ruin with an adobe wall around the garden . . . . a good-sized patio with a long wall with a door on one side. It took me ten years to get it-three more years to fix the house so I could live in it-and after that the wall with a door was painted many times.”  She tasks Maria Chabot with the home’s reconstruction."											"               Georgia O'Keeffe purchase 118            "	"Georgia O'Keeffe purchases her second home, a hacienda on three acres of land in Abiquiú, New Mexico."	"Georgia O'Keeffe purchases her second home, a hacienda on three acres of land in Abiquiú, New Mexico."	"Georgia O'Keeffe purchases her second home, a hacienda on three acres of land in Abiquiú, New Mexico."	"Georgia O'Keeffe purchases her second home, a hacienda on three acres of land in Abiquiú, New Mexico."	"Georgia O'Keeffe purchases her second home, a hacienda on three acres of land in Abiquiú, New Mexico."	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 22 2017, Feb 16 2017"													"799"
"151"	"1219"		"1155, 293, 2"	"Georgia O'Keeffe rafts the Colorado River at age 73."	"Georgia O'Keeffe rafts the Colorado River at age 73.; 1961; Glen Canyon/Arizona"	"Georgia O'Keeffe"	"1961"			"Jan 01 1961"	"Dec 31 1961"		"Glen Canyon/Arizona"		"Todd Webb (Portland, Maine), Eliot Porter (Fort Worth), Georgia O'Keeffe"	"Subject, Subject, Subject"															"No image"																																				"Georgia O'Keeffe rafts the Colorado River at age 73."	"Georgia O'Keeffe rafts the Colorado River at age 73."	"At age 73, Georgia O’Keeffe rafts the Colorado River on a ten- day trip through Glen Canyon with Todd Webb, Eliot Porter, and other friends from New Mexico."											"               Georgia O'Keeffe rafts th 151            "	"Georgia O'Keeffe rafts the Colorado River at age 73."	"Georgia O'Keeffe rafts the Colorado River at age 73."	"Georgia O'Keeffe rafts the Colorado River at age 73."	"Georgia O'Keeffe rafts the Colorado River at age 73."	"Georgia O'Keeffe rafts the Colorado River at age 73."	"Candidate"	"Candidate"	"Feb 22 2017"	"CHARTLEY, EBRINDLEY, EBRINDLEY"	"Apr 07 2017, Feb 22 2017, Feb 21 2017"													"373"
"101"	"1284"		"2"	"Georgia O'Keeffe receives an honorary Doctor of Fine Arts degree from the College of William and Mary."	"Georgia O'Keeffe receives an honorary Doctor of Fine Arts degree from the College of William and Mary.; 1938; College of William and Mary/Williamsburg/Virginia"	"Georgia O'Keeffe"	"1938"			"Jan 01 1938"	"Dec 31 1938"		"College of William and Mary/Williamsburg/Virginia"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe receives an honorary Doctor of Fine Arts degree from the College of William and Mary."	"Georgia O'Keeffe receives an honorary Doctor of Fine Arts degree from the College of William and Mary."	"Georgia O’Keeffe receives an honorary Doctor of Fine Arts degree from the College of William and Mary in Virginia, the first of many similar awards."				"https://lccn.loc.gov/99065972"		"Timeline"					"               Georgia O'Keeffe receives 101            "	"Georgia O'Keeffe receives an honorary Doctor of Fine Arts degree from the College of William and Mary."	"Georgia O'Keeffe receives an honorary Doctor of Fine Arts degree from the College of William and Mary."	"Georgia O'Keeffe receives an honorary Doctor of Fine Arts degree from the College of William and Mary."	"Georgia O'Keeffe receives an honorary Doctor of Fine Arts degree from the College of William and Mary."	"Georgia O'Keeffe receives an honorary Doctor of Fine Arts degree from the College of William and Mary."	"Candidate"	"Candidate"	"Feb 22 2017"	"LNEELY, EBRINDLEY, EBRINDLEY"	"Oct 16 2018, Feb 22 2017, Feb 16 2017"								"LC Name Authority File"	"https://lccn.loc.gov/99065972"	"LC Name Authority File"	"Oct 16 2018"	"99065972"	"541"
"19"	"1265"		"2"	"Georgia O'Keeffe receives Chase Award and attends Amitola, the Art Students League's outdoor school in Lake George, New York."	"Georgia O'Keeffe receives Chase Award and attends Amitola, the Art Students League's outdoor school in Lake George, New York.; 1908; Amitola/Lake George/New York"	"Georgia O'Keeffe"	"1908"			"Jan 01 1908"	"Dec 31 1908"		"Amitola/Lake George/New York"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe receives Chase Award and attends Amitola, the Art Students League's outdoor school in Lake George, New York."	"Georgia O'Keeffe receives Chase Award and attends Amitola, the Art Students League's outdoor school in Lake George, New York."	"After receiving the esteemed Chase Award, Georgia O'Keeffe attends Amitola, the Art Students League's outdoor school in Lake George, New York for the summer."											"               Georgia O'Keeffe receives 19             "	"Georgia O'Keeffe receives Chase Award and attends Amitola, the Art Students League's outdoor school in Lake George, New York."	"Georgia O'Keeffe receives Chase Award and attends Amitola, the Art Students League's outdoor school in Lake George, New York."	"Georgia O'Keeffe receives Chase Award and attends Amitola, the Art Students League's outdoor school in Lake George, New York."	"Georgia O'Keeffe receives Chase Award and attends Amitola, the Art Students League's outdoor school in Lake George, New York."	"Georgia O'Keeffe receives Chase Award and attends Amitola, the Art Students League's outdoor school in Lake George, New York."	"Candidate"	"Candidate"	"Feb 15 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 21 2017, Feb 15 2017, Feb 15 2017"													"452"
"59"	"1209"		"2, 260"	"Georgia O'Keeffe refurbishes a shed at Lake George to use as a studio."	"Georgia O'Keeffe refurbishes a shed at Lake George to use as a studio.; Aug 1920; Lake George/New York"	"Georgia O'Keeffe"	"Aug 1920"			"Aug 01 1920"	"Aug 31 1920"		"Lake George/New York"		"Georgia O'Keeffe, Alfred Stieglitz"	"Subject, Associated"															"No image"																																				"Georgia O'Keeffe refurbishes a shed at Lake George to use as a studio."	"Georgia O'Keeffe refurbishes a shed at Lake George to use as a studio."	"Georgia O'Keeffe refurbishes a shed at Lake George to use as a studio."											"               Georgia O'Keeffe refurbis 59             "	"Georgia O'Keeffe refurbishes a shed at Lake George to use as a studio."	"Georgia O'Keeffe refurbishes a shed at Lake George to use as a studio."	"Georgia O'Keeffe refurbishes a shed at Lake George to use as a studio."	"Georgia O'Keeffe refurbishes a shed at Lake George to use as a studio."	"Georgia O'Keeffe refurbishes a shed at Lake George to use as a studio."	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 16 2017"													"286"
"201"	"HI"		"2"	"Georgia O'Keeffe returns to Hawaii."	"Georgia O'Keeffe returns to Hawaii.; May 1982; Hawaii"		"May 1982"			"May 01 1982"	"May 31 1982"		"Hawaii"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe returns to Hawaii."	"Georgia O'Keeffe returns to Hawaii."	"Georgia O'Keeffe returns to Hawaii."											"               Georgia O'Keeffe returns  201            "	"Georgia O'Keeffe returns to Hawaii."	"Georgia O'Keeffe returns to Hawaii."	"Georgia O'Keeffe returns to Hawaii."	"Georgia O'Keeffe returns to Hawaii."	"Georgia O'Keeffe returns to Hawaii."	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"182"
"91"	"1210"		"2"	"Georgia O'Keeffe returns to New Mexico for the first time since 1931."	"Georgia O'Keeffe returns to New Mexico for the first time since 1931.; 1934; Ghost Ranch/New Mexico"	"Georgia O'Keeffe"	"1934"			"Jan 01 1934"	"Dec 31 1934"		"Ghost Ranch/New Mexico"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe returns to New Mexico for the first time since 1931."	"Georgia O'Keeffe returns to New Mexico for the first time since 1931."	"Georgia O’Keeffe returns to New Mexico for the first time since 1931 and visits Ghost Ranch where she paints high desert land formations."											"               Georgia O'Keeffe returns  91             "	"Georgia O'Keeffe returns to New Mexico for the first time since 1931."	"Georgia O'Keeffe returns to New Mexico for the first time since 1931."	"Georgia O'Keeffe returns to New Mexico for the first time since 1931."	"Georgia O'Keeffe returns to New Mexico for the first time since 1931."	"Georgia O'Keeffe returns to New Mexico for the first time since 1931."	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 16 2017"													"344"
"138"	"ESP"		"2"	"Georgia O'Keeffe returns to Spain for three months."	"Georgia O'Keeffe returns to Spain for three months.; 1954; Spain"	"Georgia O'Keeffe"	"1954"			"Jan 01 1954"	"Dec 31 1954"		"Spain"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe returns to Spain for three months."	"Georgia O'Keeffe returns to Spain for three months."	"Georgia O’Keeffe returns to Spain for three months."											"               Georgia O'Keeffe returns  138            "	"Georgia O'Keeffe returns to Spain for three months."	"Georgia O'Keeffe returns to Spain for three months."	"Georgia O'Keeffe returns to Spain for three months."	"Georgia O'Keeffe returns to Spain for three months."	"Georgia O'Keeffe returns to Spain for three months."	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"216"
"82"	"824"	"146, 642, 643"	"2, 1208"	"Georgia O'Keeffe returns to Taos for a second summer."	"Georgia O'Keeffe returns to Taos for a second summer.; Jun 1930-Sep 1930; Taos/New Mexico"	"Georgia O'Keeffe"	"Jun 1930-Sep 1930"			"Jun 01 1930"	"Sep 30 1930"		"Taos/New Mexico"		"Georgia O'Keeffe, Mabel Dodge Luhan"	"Subject, Subject"		"2007.1.22; Title Bear Lake, New Mexico; Artist Georgia O'Keeffe (American, b.1887, d.1986), 2006.5.112; Title Untitled (Dead Tree Bear Lake Taos); Artist Georgia O'Keeffe (American, b.1887, d.1986), 2006.5.113; Title Untitled (Dead Tree Bear Lake Taos); Artist Georgia O'Keeffe (American, b.1887, d.1986)"													"No image"																																				"Georgia O'Keeffe returns to Taos for a second summer."	"Georgia O'Keeffe returns to Taos for a second summer."	"Georgia O’Keeffe returns to Taos for a second summer as a guest of Dodge Luhan."											"               Georgia O'Keeffe returns  82             "	"Georgia O'Keeffe returns to Taos for a second summer."	"Georgia O'Keeffe returns to Taos for a second summer."	"Georgia O'Keeffe returns to Taos for a second summer."	"Georgia O'Keeffe returns to Taos for a second summer."	"Georgia O'Keeffe returns to Taos for a second summer."	"Candidate"	"Candidate"	"Feb 16 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 16 2017, Feb 16 2017, Feb 16 2017"													"334"
"16"	"1262"		"2"	"Georgia O'Keeffe starts attending the School of the Art Institute of Chicago."	"Georgia O'Keeffe starts attending the School of the Art Institute of Chicago.; Fall 1905; School of the Art Institute of Chicago/Chicago/Illinois"	"Georgia O'Keeffe"	"Fall 1905"			"Jan 01 1905"	"Dec 31 1905"		"School of the Art Institute of Chicago/Chicago/Illinois"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe starts attending the School of the Art Institute of Chicago."	"Georgia O'Keeffe starts attending the School of the Art Institute of Chicago."	"Georgia O'Keeffe starts attending the School of the Art Institute of Chicago."											"               Georgia O'Keeffe starts a 16             "	"Georgia O'Keeffe starts attending the School of the Art Institute of Chicago."	"Georgia O'Keeffe starts attending the School of the Art Institute of Chicago."	"Georgia O'Keeffe starts attending the School of the Art Institute of Chicago."	"Georgia O'Keeffe starts attending the School of the Art Institute of Chicago."	"Georgia O'Keeffe starts attending the School of the Art Institute of Chicago."	"Candidate"	"Candidate"	"Feb 15 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 22 2017, Feb 22 2017, Feb 21 2017, Feb 15 2017, Feb 15 2017"													"356"
"99"	"1210"		"2, 1229"	"Georgia O'Keeffe stays at Ghost Ranch for the first time."	"Georgia O'Keeffe stays at Ghost Ranch for the first time.; 1937; Ghost Ranch/New Mexico"	"Georgia O'Keeffe"	"1937"			"Jan 01 1937"	"Dec 31 1937"		"Ghost Ranch/New Mexico"		"Georgia O'Keeffe, Arthur Pack"	"Subject, Subject"															"No image"																																				"Georgia O'Keeffe stays at Ghost Ranch for the first time."	"Georgia O'Keeffe stays at Ghost Ranch for the first time."	"Georgia O’Keeffe stays for the first time in an adobe house, owned by Arthur Pack, at Ghost Ranch that she buys in 1940."											"               Georgia O'Keeffe stays at 99             "	"Georgia O'Keeffe stays at Ghost Ranch for the first time."	"Georgia O'Keeffe stays at Ghost Ranch for the first time."	"Georgia O'Keeffe stays at Ghost Ranch for the first time."	"Georgia O'Keeffe stays at Ghost Ranch for the first time."	"Georgia O'Keeffe stays at Ghost Ranch for the first time."	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 22 2017, Feb 16 2017"													"337"
"86"	"1209"		"2, 260"	"Georgia O'Keeffe stays at Lake George with Alfred Stieglitz instead of going to New Mexico."	"Georgia O'Keeffe stays at Lake George with Alfred Stieglitz instead of going to New Mexico.; Summer 1932; Lake George/New York"	"Georgia O'Keeffe"	"Summer 1932"			"Jan 01 1932"	"Dec 31 1932"		"Lake George/New York"		"Georgia O'Keeffe, Alfred Stieglitz"	"Subject, Subject"															"No image"																																				"Georgia O'Keeffe stays at Lake George with Alfred Stieglitz instead of going to New Mexico."	"Georgia O'Keeffe stays at Lake George with Alfred Stieglitz instead of going to New Mexico."	"Georgia O’Keeffe stays at Lake George with Alfred Stieglitz instead of going to New Mexico."											"               Georgia O'Keeffe stays at 86             "	"Georgia O'Keeffe stays at Lake George with Alfred Stieglitz instead of going to New Mexico."	"Georgia O'Keeffe stays at Lake George with Alfred Stieglitz instead of going to New Mexico."	"Georgia O'Keeffe stays at Lake George with Alfred Stieglitz instead of going to New Mexico."	"Georgia O'Keeffe stays at Lake George with Alfred Stieglitz instead of going to New Mexico."	"Georgia O'Keeffe stays at Lake George with Alfred Stieglitz instead of going to New Mexico."	"Candidate"	"Candidate"	"Feb 22 2017"	"EEHRNST, EBRINDLEY, EBRINDLEY"	"May 04 2017, Feb 22 2017, Feb 16 2017"													"338"
"24"	"1261"		"2"	"Georgia O'Keeffe takes her first teaching position at Chatham Episcopal Institute."	"Georgia O'Keeffe takes her first teaching position at Chatham Episcopal Institute.; 1911; Chatham Episcopal Institute/Chatham/Virginia"	"Georgia O'Keeffe"	"1911"			"Jan 01 1911"	"Dec 31 1911"		"Chatham Episcopal Institute/Chatham/Virginia"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe takes her first teaching position at Chatham Episcopal Institute."	"Georgia O'Keeffe takes her first teaching position at Chatham Episcopal Institute."	"Georgia O'Keeffe takes her first teaching position at Chatham Episcopal Institute in Chatham, Virginia."											"               Georgia O'Keeffe takes he 24             "	"Georgia O'Keeffe takes her first teaching position at Chatham Episcopal Institute."	"Georgia O'Keeffe takes her first teaching position at Chatham Episcopal Institute."	"Georgia O'Keeffe takes her first teaching position at Chatham Episcopal Institute."	"Georgia O'Keeffe takes her first teaching position at Chatham Episcopal Institute."	"Georgia O'Keeffe takes her first teaching position at Chatham Episcopal Institute."	"Candidate"	"Candidate"	"Feb 15 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 21 2017, Feb 16 2017, Feb 15 2017, Feb 15 2017"													"371"
"110"			"2"	"Georgia O'Keeffe takes her first trip by plane."	"Georgia O'Keeffe takes her first trip by plane.; 1941"	"Georgia O'Keeffe"	"1941"			"Jan 01 1941"	"Dec 31 1941"				"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe takes her first trip by plane."	"Georgia O'Keeffe takes her first trip by plane."	"Georgia O’Keeffe takes the first of her many trips by air. “I am afraid to fly – but after the plane takes off I enjoy what I see from the air and forget the hazards.”"											"               Georgia O'Keeffe takes he 110            "	"Georgia O'Keeffe takes her first trip by plane."	"Georgia O'Keeffe takes her first trip by plane."	"Georgia O'Keeffe takes her first trip by plane."	"Georgia O'Keeffe takes her first trip by plane."	"Georgia O'Keeffe takes her first trip by plane."	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 16 2017"													"349"
"35"	"1272"		"2"	"Georgia O'Keeffe teaches art at Columbia College, South Carolina."	"Georgia O'Keeffe teaches art at Columbia College, South Carolina.; 1914-1915; Columbia College/Columbia/South Carolina"	"Georgia O'Keeffe"	"1914-1915"			"Jan 01 1914"	"Dec 31 1915"		"Columbia College/Columbia/South Carolina"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe teaches art at Columbia College, South Carolina."	"Georgia O'Keeffe teaches art at Columbia College, South Carolina."	"Georgia O'Keeffe teaches art at Columbia College, South Carolina."											"               Georgia O'Keeffe teaches  35             "	"Georgia O'Keeffe teaches art at Columbia College, South Carolina."	"Georgia O'Keeffe teaches art at Columbia College, South Carolina."	"Georgia O'Keeffe teaches art at Columbia College, South Carolina."	"Georgia O'Keeffe teaches art at Columbia College, South Carolina."	"Georgia O'Keeffe teaches art at Columbia College, South Carolina."	"Candidate"	"Candidate"	"Feb 16 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 21 2017, Feb 21 2017, Feb 16 2017, Feb 16 2017"													"309"
"189"	"ATG"		"2"	"Georgia O'Keeffe travels to Antigua in the Caribbean."	"Georgia O'Keeffe travels to Antigua in the Caribbean.; 1976; Antigua and Barbuda"	"Georgia O'Keeffe"	"1976"			"Jan 01 1976"	"Dec 31 1976"		"Antigua and Barbuda"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe travels to Antigua in the Caribbean."	"Georgia O'Keeffe travels to Antigua in the Caribbean."	"Georgia O'Keeffe travels to Antigua in the Caribbean."											"               Georgia O'Keeffe travels  189            "	"Georgia O'Keeffe travels to Antigua in the Caribbean."	"Georgia O'Keeffe travels to Antigua in the Caribbean."	"Georgia O'Keeffe travels to Antigua in the Caribbean."	"Georgia O'Keeffe travels to Antigua in the Caribbean."	"Georgia O'Keeffe travels to Antigua in the Caribbean."	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"221"
"171"	"AUT"		"2"	"Georgia O'Keeffe travels to Austria."	"Georgia O'Keeffe travels to Austria.; 1969; Austria"	"Georgia O'Keeffe"	"1969"			"Jan 01 1969"	"Dec 31 1969"		"Austria"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe travels to Austria."	"Georgia O'Keeffe travels to Austria."	"Georgia O’Keeffe travels to Austria."											"               Georgia O'Keeffe travels  171            "	"Georgia O'Keeffe travels to Austria."	"Georgia O'Keeffe travels to Austria."	"Georgia O'Keeffe travels to Austria."	"Georgia O'Keeffe travels to Austria."	"Georgia O'Keeffe travels to Austria."	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"186"
"195"	"CRI, GTM"		"2"	"Georgia O'Keeffe travels to Costa Rica and Guatemala."	"Georgia O'Keeffe travels to Costa Rica and Guatemala.; 1979; Costa Rica, Guatemala"	"Georgia O'Keeffe"	"1979"			"Jan 01 1979"	"Dec 31 1979"		"Costa Rica, Guatemala"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe travels to Costa Rica and Guatemala."	"Georgia O'Keeffe travels to Costa Rica and Guatemala."	"Georgia O'Keeffe travels to Costa Rica and Guatemala."											"               Georgia O'Keeffe travels  195            "	"Georgia O'Keeffe travels to Costa Rica and Guatemala."	"Georgia O'Keeffe travels to Costa Rica and Guatemala."	"Georgia O'Keeffe travels to Costa Rica and Guatemala."	"Georgia O'Keeffe travels to Costa Rica and Guatemala."	"Georgia O'Keeffe travels to Costa Rica and Guatemala."	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"223"
"157"	"GRC, EGY"		"2"	"Georgia O'Keeffe travels to Greece, Egypt, and the Near East."	"Georgia O'Keeffe travels to Greece, Egypt, and the Near East.; 1963; Greece, Egypt"	"Georgia O'Keeffe"	"1963"			"Jan 01 1963"	"Dec 31 1963"		"Greece, Egypt"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe travels to Greece, Egypt, and the Near East."	"Georgia O'Keeffe travels to Greece, Egypt, and the Near East."	"Georgia O’Keeffe travels to Greece, Egypt, and the Near East."											"               Georgia O'Keeffe travels  157            "	"Georgia O'Keeffe travels to Greece, Egypt, and the Near East."	"Georgia O'Keeffe travels to Greece, Egypt, and the Near East."	"Georgia O'Keeffe travels to Greece, Egypt, and the Near East."	"Georgia O'Keeffe travels to Greece, Egypt, and the Near East."	"Georgia O'Keeffe travels to Greece, Egypt, and the Near East."	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"240"
"185"	"MAR"		"2"	"Georgia O'Keeffe travels to Morocco."	"Georgia O'Keeffe travels to Morocco.; 1974; Morocco"	"Georgia O'Keeffe"	"1974"			"Jan 01 1974"	"Dec 31 1974"		"Morocco"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Georgia O'Keeffe travels to Morocco."	"Georgia O'Keeffe travels to Morocco."	"Georgia O'Keeffe travels to Morocco."											"               Georgia O'Keeffe travels  185            "	"Georgia O'Keeffe travels to Morocco."	"Georgia O'Keeffe travels to Morocco."	"Georgia O'Keeffe travels to Morocco."	"Georgia O'Keeffe travels to Morocco."	"Georgia O'Keeffe travels to Morocco."	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"187"
"79"	"824"		"415, 1208, 2"	"Georgia O'Keeffe travels to New Mexico, spending her first summer in Taos."	"Georgia O'Keeffe travels to New Mexico, spending her first summer in Taos.; Apr 1929-Aug 1929; Taos/New Mexico"	"Georgia O'Keeffe"	"Apr 1929-Aug 1929"			"Apr 01 1929"	"Aug 31 1929"		"Taos/New Mexico"		"Rebecca Salsbury James, Mabel Dodge Luhan, Georgia O'Keeffe"	"Subject, Subject, Subject"															"No image"																																				"Georgia O'Keeffe travels to New Mexico, spending her first summer in Taos."	"Georgia O'Keeffe travels to New Mexico, spending her first summer in Taos."	"Georgia O’Keeffe travels to New Mexico with Rebecca Salisbury Strand, spending her first summer in Taos, New Mexico at the home of Mabel Dodge Luhan, instead of Lake George. This opens a new direction in her art and life."											"               Georgia O'Keeffe travels  79             "	"Georgia O'Keeffe travels to New Mexico, spending her first summer in Taos."	"Georgia O'Keeffe travels to New Mexico, spending her first summer in Taos."	"Georgia O'Keeffe travels to New Mexico, spending her first summer in Taos."	"Georgia O'Keeffe travels to New Mexico, spending her first summer in Taos."	"Georgia O'Keeffe travels to New Mexico, spending her first summer in Taos."	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 22 2017, Feb 16 2017"													"473"
"143"	"PER"	"1043"	"2"	"Georgia O'Keeffe travels to Peru for three months."	"Georgia O'Keeffe travels to Peru for three months.; 1956; Peru"	"Georgia O'Keeffe"	"1956"			"Jan 01 1956"	"Dec 31 1956"		"Peru"		"Georgia O'Keeffe"	"Subject"		"2006.5.259; Title Untitled (Sacsayhuaman); Artist Georgia O'Keeffe (American, b.1887, d.1986)"													"No image"																																				"Georgia O'Keeffe travels to Peru for three months."	"Georgia O'Keeffe travels to Peru for three months."	"Georgia O’Keeffe travels to Peru for three months where she is inspired to paint landscapes and closely cropped paintings of the wall of Sacsayhuamán in the city of Cusco."											"               Georgia O'Keeffe travels  143            "	"Georgia O'Keeffe travels to Peru for three months."	"Georgia O'Keeffe travels to Peru for three months."	"Georgia O'Keeffe travels to Peru for three months."	"Georgia O'Keeffe travels to Peru for three months."	"Georgia O'Keeffe travels to Peru for three months."	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"341"
"216"				"Georgia O'Keeffe travels to Southeast Asia, the Far East, India, the Middle East, and Italy"	"Georgia O'Keeffe travels to Southeast Asia, the Far East, India, the Middle East, and Italy; 1959"	"Georgia O'Keeffe"	"1959"			"Jan 01 1959"	"Dec 31 1959"																				"No image"																																				"Georgia O'Keeffe travels to Southeast Asia, the Far East, India, the Middle East, and Italy"	"Georgia O'Keeffe travels to Southeast Asia, the Far East, India, the Middle East, and Italy"	"Trip motivates numerous sketches and paintings of rivers, clouds,and landscape configurations as seen from the air."											"               Georgia O'Keeffe travels  216            "	"Georgia O'Keeffe travels to Southeast Asia, the Far East, India, the Middle East, and Italy"	"Georgia O'Keeffe travels to Southeast Asia, the Far East, India, the Middle East, and Italy"	"Georgia O'Keeffe travels to Southeast Asia, the Far East, India, the Middle East, and Italy"	"Georgia O'Keeffe travels to Southeast Asia, the Far East, India, the Middle East, and Italy"	"Georgia O'Keeffe travels to Southeast Asia, the Far East, India, the Middle East, and Italy"	"Candidate"			"LNEELY"	"Sep 25 2018"													"303"
