System ID	Record Type	Name Type only	Title only	Firstname only	Known As only	Lastname only	Date Born Est	Date Died Ceased	Gender	Nationality	Biographical Display	Primary Occupation	Related Person System ID	Related Person Details	Originating Database	External File Details	Person URI	Cataloguer
"571"	"Corporate"	"Preferred, Preferred"				"National Pressure Cooker, Co., National Presto Cooker"						"Manufacturer"			"Local Source      "	"https://www.ebay.com/itm/Vintage-NATIONAL-Canner-VICTORY-16qt-Pressure-Cooker-WWII-WAR-Model-ENAMEL-Nice-/141006657553   Public Web Link   , https://www.gopresto.com/information/history.php   Public Web Link, https://en.wikipedia.org/wiki/National_Presto_Industries   Public Web Link, http://id.loc.gov/authorities/names/n88244581   LOD Equivalent URI"	"http://id.loc.gov/authorities/names/n88244581"	
"607"	"Corporate"	"Preferred"				"McCormick & Co., Inc."	"Nov 30 1915"			"American"	"McCormick & Company is an American food company that manufactures, markets, and distributes spices, seasoning mixes, condiments, and other flavoring products for the industrial, restaurant, institutional, and home markets. A Fortune 1000 company, McCormick has approximately 11,700 employees. The company headquarters moved from Sparks to Hunt Valley, Maryland in the third quarter of 2018. (Sourced from Wikipedia, January 2020)"	"Manufacturer"			"LC Name Authority File   Mar 08 2018   n87128696"	"http://id.loc.gov/authorities/names/n87128696   LOD Equivalent URI   , http://www.mccormickcorporation.com/Our-Company/History   Public Web Link   excellent history of McCormick Company"	"http://id.loc.gov/authorities/names/n87128696"	"Sherri Sorensen   Mar 08 2018"
"625"	"Corporate"	"Preferred"				"Coors Porcelain Company"	"1915"			"American"	"CoorsTek, Inc. is a privately owned manufacturer of technical ceramics for aerospace, automotive, chemical, electronics, medical, metallurgical, oil and gas, semiconductor and many other industries.  CoorsTek headquarters and primary factories are located in Golden, Colorado, USA, near the foothills west of Denver.  The company is wholly owned by Keystone Holdings LLC, a trust of the Coors family.  The president and chairman is  John K. Coors, a great-grandson of founder and brewing magnate Adolph Coors, Sr., and the fifth and youngest son of longtime chairman and president Joseph Coors. (Sourced from Wikipedia, January 2020)"	"Designer"			"LC Name Authority File   Jan 24 2018   n78082962"	"http://id.loc.gov/authorities/names/n78082962   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n78082962"	
"632"	"Corporate"	"Preferred"				"Spice Islands Company"	"1941"			"American"		"Manufacturer"			"Local Source      "	"https://en.wikipedia.org/wiki/Spice_Islands_(brand)   Public Web Link   , https://www.owler.com/iaApp/761854/spice-islands-company-profil   Public Web Link, https://www.wikidata.org/wiki/Q7576908   LOD Equivalent URI"	"https://www.wikidata.org/wiki/Q7576908"	"Sherri Sorensen   Mar 09 2018"
"641"	"Corporate"	"Preferred"				"Mirro Aluminum Company"	"1909"	"2003"			"The Mirro Aluminum Company was an aluminum cookware company that existed in Manitowoc, Wisconsin, from 1909 to 2003.  It was colloquially referred to as simply Mirro. (Sourced from Wikipedia, January 2020)"	"Manufacturer"			"LC Name Authority File   Mar 15 2018   n78006527"	"http://id.loc.gov/authorities/names/n78006527   LOD Equivalent URI   , https://en.wikipedia.org/wiki/Mirro_Aluminum_Company   Public Web Link"	"http://id.loc.gov/authorities/names/n78006527"	"Debbie Garcia-Orona (Santa Fe)   Mar 28 2018"
"704"	"Corporate"	"Preferred"				"Morton & Bassett Spices"	"1986"					"Manufacturer"			"Local Source      "	"http://www.mortonbassett.com/about.html   Public Web Link   "		"Sherri Sorensen   Mar 09 2018"
"705"	"Corporate"	"Preferred"				"Han- Dee Pak, Inc."	"1965"			"American"		"Manufacturer"			"Local Source      "	"https://www.trademarkia.com/handee-pak-73153701.html   Public Web Link   , https://www.georgiacorps.com/company/460352/han-dee-pak-inc   Public Web Link"		
"728"	"Corporate"	"Preferred, Acronym"				"New Mexico Museum of Art, NMMA"	"1917"				"The New Mexico Museum of Art is an art museum in Santa Fe governed by the state of New Mexico. It is one of four state-run museums in Santa Fe that are part of the Museum of New Mexico.  It is located at 107 West Palace Avenue, one block off the historic Santa Fe Plaza.  It was given its current name in 2007, having previously been referred to as The Museum of Fine Arts. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names      500308707"	"http://vocab.getty.edu/ulan/500308707   LOD Equivalent URI   , http://data.okeeffemuseum.org/actor/museum-of-fine-arts-/   Proxy for, http://data.okeeffemuseum.org/actor/museum-of-fine-arts-museum-of-new-mexico-/   Proxy for, http://data.okeeffemuseum.org/actor/museum-of-new-mexico/   Proxy for"	"http://vocab.getty.edu/ulan/500308707"	
"729"	"Corporate"	"Preferred"				"Columbia Museum of Art"	"Mar 23 1950"			"American"	"The Columbia Museum of Art is an art museum in the American city of Columbia, South Carolina. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names   Jan 23 2018   500300040"	"http://vocab.getty.edu/ulan/500300040   LOD Equivalent URI   , https://www.columbiamuseum.org/about/mission-and-history   Public Web Link"	"http://vocab.getty.edu/ulan/500300040"	"Debbie Garcia-Orona (Santa Fe)   Jan 23 2018"
"732"	"Corporate"	"Preferred"				"Musee de la Ville de Marseille"						"Art Museum"						
"733"	"Corporate"	"Preferred"				"McMichael Canadian Art Collection"					"The McMichael Canadian Art Collection (MCAC) is an art museum in Vaughan, Ontario, Canada. The museum is located on a 40 hectares (100 acres) property in Kleinburg, an unincorporated village in Vaughan. The property includes the museum's 7,900 square metres (85,000 sq ft) main building, a sculpture garden, walking trails, and the cemetery for six members of the Group of Seven. ^The collection dates back to 1955, when Robert and Signe McMichael began to collect works from artists associated to the Group of Seven, exhibiting their works at their home in Kleinburg. In 1965, the McMichaels formally reached an agreement to donate their collection collection and their Kleinburg property to the Government of Ontario in order to establish an art museum. The institution was opened to the public as the McMichael Conservation Collection of Art in 1966. The museum was formally incorporated into the McMichael Canadian Art Collection in 1972. Although the museum was originally established with an institutional focus on the Group of Seven, the museum's mandate was later expanded to include contemporary Canadian art,  and art from indigenous Canadians. ^The museum's permanent collection includes over 6,500 works from Canadian artists. In addition to its permanent collections, the institution also serves as the custodians for the archives of works on paper by Inuit artists based in Cape Dorset. The museum organizes and hosts a number of travelling art exhibitions, typically focused on Canadian art. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names      500300936"	"http://vocab.getty.edu/ulan/500300936   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500300936"	
"743"	"Corporate"	"Preferred"				"Proctor Silex (SCM)"	"1960"					"Manufacturer"			"Local Source      "	"https://www.proctorsilex.com   Public Web Link   , https://www.wikidata.org/wiki/Q7247528   LOD Equivalent URI"	"https://www.wikidata.org/wiki/Q7247528"	
"756"	"Corporate"	"Preferred"				"OVENEX"						"Clothing Brand"						
"769"	"Corporate"	"Preferred"				"Kenmore"	"1913"			"American"		"Manufacturer"			"Local Source      "	"https://www.kenmore.com   Public Web Link   , https://www.wikidata.org/wiki/Q6389466   LOD Equivalent URI"	"https://www.wikidata.org/wiki/Q6389466"	
"770"	"Corporate"	"Business"				"Sears"					"Sears, Roebuck and Company, colloquially known as Sears, is a chain of department stores founded by Richard Warren Sears and Alvah Curtis Roebuck in 1893, reincorporated (a formality for a history-making consumer sector initial public offering) by Richard Sears and new partner Julius Rosenwald in 1906. Formerly based at the Sears Tower in Chicago and currently headquartered in Hoffman Estates, Illinois, the operation began as a mail ordering catalog company and began opening retail locations in 1925. The first location was in Chicago, Illinois. In 2005, the company was bought by the management of the American big box chain Kmart, which formed Sears Holdings upon completion of the merger. ^In the 1980s and earlier, Sears was the largest retailer in the United States until Walmart and Kmart surpassed Sears in sales in 1990.  In 2018, Sears was the 31st-largest retailer in the United States.  After several years of declining sales, its parent company filed for Chapter 11 bankruptcy on October 15, 2018.  Sears announced on January 16, 2019 that it had won its bankruptcy auction and would shrink and remain open with 425 stores. Nevertheless, the trend of store closures of Sears and Kmart stores continues as of November 2019, expected to leave 182 by February 2020. (Sourced from Wikipedia, January 2020)"	"Department Store"			"Union List of Artist Names      500231103"	"http://vocab.getty.edu/ulan/500231103   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500231103"	
"801"	"Corporate"	"Preferred"				"Heide Museum of Modern Art"					"The Heide Museum of Modern Art, also known as Heide, is an art museum in Bulleen, a suburb of Melbourne, Victoria, Australia. Established in 1981, the museum houses modern and contemporary art across three distinct exhibition buildings and is set within sixteen acres of heritage-listed gardens and a sculpture park. ^The museum occupies the site of a former dairy farm owned by prominent arts benefactors John and Sunday Reed. After purchasing the farm in 1934, they named it Heide in reference to the Heidelberg School, an impressionist art movement that developed in nearby Heidelberg in the 1880s. Heide became the gathering place for a collective of young modernist painters known as the Heide Circle, which included Sidney Nolan, John Perceval, Albert Tucker and Joy Hester, who often stayed in the Reeds' 19th-century farmhouse, now known as Heide I. Today they rank among Australia's best-known artists and are also considered leaders of the Angry Penguins, a modernist art movement named after a cultural journal co-published by the Reeds and poet Max Harris. Heide's close relationship to this movement is evidenced in many of its displays. ^Between 1964 and 1967, the Reeds built a new residence, Heide II, now considered one of the finest examples of modernist architecture in Victoria. In 1980, after several years of negotiations, the Reeds sold Heide II, most of the adjoining property and significant works from their art collection to the Victorian Government for the establishment of a public art museum and park. The museum has since expanded its collection through many individual gifts, and in keeping with the Reeds' original aim, continues to support young and emerging artists. ^In 1993, Heide III, a new purpose-built gallery building designed by Andrew Andersons, was added to the Heide complex. This building was extended when Heide underwent major redevelopments in 2005–06. Also during this period, the Sidney Myer Education Centre was built, Heide II and the surrounding gardens were restored, and new facilities were constructed. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names      500288802"	"http://vocab.getty.edu/ulan/500288802   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500288802"	
"807"	"Corporate"	"Preferred"				"Art Gallery of New South Wales"	"1871"			"Australian"	"The Art Gallery of New South Wales (AGNSW), located in The Domain in Sydney, New South Wales, Australia, is the most important public gallery in Sydney and one of the largest in Australia. The Gallery's first public exhibition opened in 1874. Admission is free to the general exhibition space, which displays Australian art (from settlement to contemporary), European and Asian art. A dedicated Asian Gallery was opened in 2003. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names   Nov 02 2017   500267593"	"http://vocab.getty.edu/ulan/500267593   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500267593"	"Debbie Garcia-Orona (Santa Fe)   Nov 02 2017"
"810"	"Corporate"	"Preferred"				"Muleski"						"Manufacturer"						
"812"	"Corporate"	"Preferred"				"Strathmore Paper Company (500 Series)"						"Manufacturer"			"LC Name Authority File      nr97040311"	"http://id.loc.gov/authorities/names/nr97040311   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/nr97040311"	
"813"	"Person"	"Preferred"		"Una"	"Una"	"Hanbury"					"Una Hanbury (née Rawnsley), (1904–1990) was an American sculptor best known for her bronze portraits. ^Hanbury was born Una Rawnsley in the English town of Staines and grew up primarily in Kent. Her grandfather was Hardwicke Rawnsley. After graduation from London's Polytechnic School of Art, she studied for three years at the Royal Academy of Arts. Jacob Epstein was her most influential teacher. She moved to Washington, D.C. in 1944 to work for the British Embassy. After taking time off for her family, Hanbury resumed her art career in the mid-1960s. She had one-person exhibitions at the Folger Shakespeare Library and the National Portrait Gallery in Washington in 1971. In 1970 she moved to Santa Fe, New Mexico, where she stayed until her death in 1990. Her papers are in the Smithsonian Archives of American Art. (Sourced from Wikipedia, January 2020)"	"Artist"			"LC Name Authority File      no97018638"	"http://id.loc.gov/authorities/names/no97018638   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/no97018638"	
"815"	"Person"	"Preferred"		"Dan"	"Dan"	"Namingha"	"1950"		"Male"		"Dan Namingha (born 1950, Keams Canyon, Arizona) is a Native American painter and sculptor. He is Dextra Quotskuyva's son, and a great-great-grandson of Nampeyo. He is a member of the Hopi-Tewa member of the Hopi Tribe. He lives in Santa Fe, New Mexico. (Sourced from Wikipedia, January 2020)"	"Artist"			"Union List of Artist Names      500127191"	"http://vocab.getty.edu/ulan/500127191   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500127191"	
"819"	"Person"	"Preferred"		"Andy"	"Andy"	"Warhol"	"Aug 06 1928"	"Feb 22 1987"	"Male"		"Andy Warhol (; born Andrew Warhola; August 6, 1928 – February 22, 1987) was an American artist, film director, and producer who was a leading figure in the visual art movement known as pop art. His works explore the relationship between artistic expression, advertising, and celebrity culture that flourished by the 1960s, and span a variety of media, including painting, silkscreening, photography, film, and sculpture. Some of his best known works include the silkscreen paintings Campbell's Soup Cans (1962) and Marilyn Diptych (1962), the experimental film Chelsea Girls (1966), and the multimedia events known as the Exploding Plastic Inevitable (1966–67). ^Born and raised in Pittsburgh, Warhol initially pursued a successful career as a commercial illustrator. After exhibiting his work in several galleries in the late 1950s, he began to receive recognition as an influential and controversial artist. His New York studio, The Factory, became a well-known gathering place that brought together distinguished intellectuals, drag queens, playwrights, Bohemian street people, Hollywood celebrities, and wealthy patrons. He promoted a collection of personalities known as Warhol superstars, and is credited with inspiring the widely used expression ""15 minutes of fame."" In the late 1960s, he managed and produced the experimental rock band The Velvet Underground and founded Interview magazine. He authored numerous books, including The Philosophy of Andy Warhol and Popism: The Warhol Sixties. He lived openly as a gay man before the gay liberation movement. After gallbladder surgery, Warhol died of cardiac arrhythmia in February 1987 at the age of 58. ^Warhol has been the subject of numerous retrospective exhibitions, books, and feature and documentary films.  The Andy Warhol Museum in his native city of Pittsburgh, which holds an extensive permanent collection of art and archives, is the largest museum in the United States dedicated to a single artist. Many of his creations are very collectible and highly valuable. The highest price ever paid for a Warhol painting is US$105 million for a 1963 canvas titled Silver Car Crash (Double Disaster); his works include some of the most expensive paintings ever sold. A 2009 article in The Economist described Warhol as the ""bellwether of the art market"". (Sourced from Wikipedia, January 2020)"	"Artist"	"820"	"The Andy Warhol Foundation for the Visual Arts, Inc.   Affiliated Organization      "	"Union List of Artist Names      500006031"	"http://vocab.getty.edu/ulan/500006031   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500006031"	
"822"	"Corporate"	"Preferred"				"Robert Miller Gallery Inc."						"Gallery"			"Union List of Artist Names      500303626"	"http://vocab.getty.edu/ulan/500303626   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500303626"	
"823"	"Corporate"	"Preferred, Acronym"				"Anco Wood Specialties, ANCO"	"1904"			"American"		"Manufacturer"			"Local Source   Oct 05 2017   "	"http://www.ancowoodspecialties.com   Web Address   "		"Liz Ehrnst   Oct 05 2017"
"824"	"Corporate"	"Preferred"				"Sonnefelds"						"Manufacturer"			"Local Source      "			
"825"	"Corporate"	"Preferred, Former"				"Art Gallery of Ontorio, Art Gallery of Toronto"	"1900"			"Canadian"	"The Art Gallery of Ontario (AGO; French: Musée des beaux-arts de l'Ontario) is an art museum in Toronto, Ontario, Canada. The museum is located in the Grange Park neighbourhood of downtown Toronto, on Dundas Street West between McCaul and Beverley Streets. The museum's building complex takes up 45,000 square metres (480,000 sq ft) of physical space, making it one of the largest art museums in North America. In addition to exhibition spaces, the museum also houses an artist-in-residence office and studio, dining facilities, event spaces, gift shop, library and archives, theatre and lecture hall, research centre, and a workshop. ^The institution was established in 1900 as the Art Museum of Toronto, and formally incorporated in 1903. It was renamed to the Art Gallery of Toronto in 1919, before it adopted its present name, the Art Gallery of Ontario, in 1966. The museum acquired the Grange in 1911, and later undertook several expansions to the north and west of the structure. The first series of expansions occurred in 1918, 1924, and 1935, designed by Darling and Pearson. Since 1974, the gallery has undergone four major expansions and renovations. These expansions occurred in 1974 and 1977 by John C. Parkin, and 1993 by Barton Myers and KPMB Architects. From 2004 to 2008, the museum underwent another expansion by Frank Gehry. The museum complex saw further renovations in the 2010s by KPMB, and Hariri Pontarini Architects. ^The museum's permanent collection includes over 98,000 works spanning the first century to the present day. The museum collection includes a number works from Canadian, First Nations, Inuit, African, European, and Oceanic artists. In addition to exhibits for its collection, the museum has organized and hosted a number of travelling arts exhibitions. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names   Nov 02 2017   500245617"	"http://vocab.getty.edu/ulan/500245617   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500245617"	"Debbie Garcia-Orona (Santa Fe)   Nov 02 2017"
"826"	"Corporate"	"Preferred"				"Musee d'Orsay"					"The Musée d'Orsay (UK:  MEW-zay dor-SAY, US:  mew-ZAY -⁠, French: [myze dɔʁsɛ]) is a museum in Paris, France, on the Left Bank of the Seine.  It is housed in the former Gare d'Orsay, a Beaux-Arts railway station built between 1898 and 1900. The museum holds mainly French art dating from 1848 to 1914, including paintings, sculptures, furniture, and photography. It houses the largest collection of impressionist and post-Impressionist masterpieces in the world, by painters including Monet, Manet, Degas, Renoir, Cézanne, Seurat, Sisley, Gauguin, and Van Gogh.  Many of these works were held at the Galerie nationale du Jeu de Paume prior to the museum's opening in 1986. It is one of the largest art museums in Europe. Musée d'Orsay had 3.177 million visitors in 2017. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names      500310001"	"http://vocab.getty.edu/ulan/500310001   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500310001"	
"827"	"Corporate"	"Preferred"				"Reynolda House Museum of American Art"					"The Reynolda House Museum of American Art displays a premiere collection of American art ranging from the colonial period to the present.  Built in 1917 by Katharine Smith Reynolds and her husband R. J. Reynolds, founder of the R. J. Reynolds Tobacco Company, the house originally occupied the center of a 1,067-acre (4.32 km2) estate. It opened to the public as an institution dedicated to the arts and education in 1965, and as an art museum in 1967. The house holds one of the country's finest collections of American paintings. It is located in Winston-Salem, North Carolina. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names      500311758"	"http://vocab.getty.edu/ulan/500311758   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500311758"	
"839"	"Corporate"	"Preferred"				"Vollrath Co."	"1874"			"American"	"The Vollrath Company, LLC is an American company based in Sheboygan, Wisconsin that manufactures stainless steel and aluminum small-wares and equipment, and deep draw stainless steel. These items are supplied to commercial and institutional foodservice operations. (Sourced from Wikipedia, January 2020)"	"Manufacturer"			"LC Name Authority File      no2001093748"	"http://id.loc.gov/authorities/names/no2001093748   LOD Equivalent URI   , vollrath.com/Food-Prep-Equipment-Products.htm   Public Web Link"	"http://id.loc.gov/authorities/names/no2001093748"	
"895"	"Corporate"	"Preferred"				"Queensland Art Gallery / Gallery of Modern Art"	"Dec 02 2006"			"Australian"	"The Queensland Art Gallery (QAG) is an art museum located in the South Bank precinct of Brisbane, Queensland, Australia. The gallery is part of the Queensland Cultural Centre. It complements the Gallery of Modern Art (GOMA) building, situated only 150 metres (490 ft) away. ^The Queensland Art Gallery is owned and operated by the Government of Queensland, which created the institution in 1895 as the Queensland National Art Gallery. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names      500305672"	"http://vocab.getty.edu/ulan/500305672   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500305672"	
"900"	"Corporate"	"Preferred"				"VAUGHN"	"1910"			"American"		"Manufacturer"			"Local Source      "	"www.bullworks.net/virtual/openers/package/vaughan.htm   Public Web Link   "		
"902"	"Corporate"	"Preferred"				"Western Cutlery Company"						"Manufacturer"			"Local Source      "	"http://iknifecollector.com/group/odds-ends/page/western-cutlery-company   Web Address   In the early 1940s, H. N. retired from active management of Western States ^Cutlery and those responsibilities were passed on to his sons, Reginald and ^Harlow, who continued in partnership until Reginald left the cutlery business in ^1950. A new name, Western Cutlery Company, was given the business in 1951 ^when Harlow Platts and his son, Harvey, reincorporated the company. Western ^Cutlery remained in Boulder until its 1978 relocation to nearby Longmont, ^Colorado."		
"907"	"Person"	"Preferred"		"Ansel"	"Ansel"	"Adams"	"1902"	"1984"	"Male"	"American"	"Ansel Easton Adams (February 20, 1902 – April 22, 1984) was a landscape photographer and environmentalist known for his black-and-white images of the American West. He helped found Group f/64, an association of photographers advocating ""pure"" photography which favored sharp focus and the use of the full tonal range of a photograph. He and Fred Archer developed an exacting system of image-making called the Zone System, a method of achieving a desired final print through a deeply technical understanding of how tonal range is recorded and developed in exposure, negative development, and printing. The resulting clarity and depth of such images characterized his photography. ^Adams was a life-long advocate for environmental conservation, and his photographic practice was deeply entwined with this advocacy. At age 12, he was given his first camera during his first visit to Yosemite National Park. He developed his early photographic work as a member of the Sierra Club. He was later contracted with the United States Department of the Interior to make photographs of national parks. For his work and his persistent advocacy, which helped expand the National Park system, he was awarded the Presidential Medal of Freedom in 1980. ^Adams was a key advisor in establishing the photography department at the Museum of Modern Art in New York, an important landmark in securing photography's institutional legitimacy. He helped to stage that department's first photography exhibition, helped found the photography magazine Aperture, and co-founded the Center for Creative Photography at the University of Arizona. (Sourced from Wikipedia, January 2020)"	"Photographer"			"Union List of Artist Names   Oct 24 2017   500026108"	"http://vocab.getty.edu/ulan/500026108   LOD Equivalent URI   ULAN, http://data.okeeffemuseum.org/actor/adams-ansel-/   Proxy for   Koha Library Agent URL"	"http://vocab.getty.edu/ulan/500026108"	"Debbie Garcia-Orona (Santa Fe)   Oct 12 2017"
"908"	"Person"	"Preferred"		"John"	"John"	"Loengard"	"1934"		"Male"	"American"	"John Loengard, an American photographer, joined the staff of Life magazine in 1961, and from 1973 to 1987 he served as the magazine's picture editor. He has taught at the International Center for Photography, New York, The New School for Social Research, New York,  and at workshops around the country. Loengard’s work is in the collections of institutions including the National Portrait Gallery, Washington, D.C.; the Center for Creative Photography, Tucson, Arizona; the International Center of Photography, New York, New York; the Menil Foundation, Houston, Texas, the George Eastman House, Rochester, New York; and International Photography Hall of Fame and Museum, St. Louis, Missouri. (Sourced from Wikipedia, January 2020)"	"Photographer"			"LC Name Authority File   Nov 01 2017   n85186024"	"http://id.loc.gov/authorities/names/n85186024   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n85186024"	"Sherri Sorensen   Nov 01 2017"
"930"	"Corporate"	"Preferred"				"Emsley"	"20th Century"			"American"		"Designer"			"Local Source   Feb 01 2018   "	"http://www.latimes.com/fashion/la-ig-wwd-georgia-o-keefe-impression-on-fashion-20180123-story.html   Public Web Link   , https://www.brooklynmuseum.org/exhibitions/georgia_okeeffe_living_modern   Public Web Link"		"Debbie Garcia-Orona (Santa Fe)   Feb 01 2018, Sherri Sorensen   Mar 02 2018"
"931"	"Corporate"	"Preferred"				"Tai Chong & Co."						"Manufacturer"			"Local Source      "	"www.oac.cdlib.org/ark:/13030/hb4z09n6sz/?brand=oac4   Public Web Link   "		
"932"	"Corporate"	"Preferred"				"Lord & Taylor"	"1826"			"American"	"Lord & Taylor is a luxury department store in the United States, and the oldest department store in the country. Headquartered in New York City, it is a subsidiary of Le Tote. As of January 2012, there were 46 stores in operation. By late August 2019, 38 stores were in operation;  the flagship store in Manhattan and several other locations were closed in 2019.On August 28, 2019, Hudson's Bay announced an agreement to sell Lord & Taylor to Le Tote Inc., a deal that closed in November 2019. Five of the 38 stores were to be closed, according to that plan.In late 2019, the new owner, Le Tote, announced that it would be restoring the logo back to the historic script logo used prior to 2015. The signature logo appears on most of Lord & Taylor stores and has been returned to the website. (Sourced from Wikipedia, January 2020)"	"Retail Store"			"LC Name Authority File   Mar 01 2018   n96084916"	"http://id.loc.gov/authorities/names/n96084916   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n96084916"	"Sherri Sorensen   Mar 01 2018"
"936"	"Corporate"	"Preferred"				"Red Wing Potteries, Inc."	"1861"					"Manufacturer"			"LC Name Authority File      n80080226"	"https://www.redwingstoneware.com/   Public Web Link   , http://id.loc.gov/authorities/names/n80080226   LOD Equivalent URI"	"http://id.loc.gov/authorities/names/n80080226"	"Sherri Sorensen   Mar 14 2018"
"939"	"Corporate"	"Preferred"				"McIntosh"	"1949"			"American"		"Manufacturer"			"Local Source      "	"https://en.wikipedia.org/wiki/McIntosh_Laboratory   Public Web Link   , https://www.mcintoshlabs.com   Public Web Link, https://www.wikidata.org/wiki/Q1191073   LOD Equivalent URI"	"https://www.wikidata.org/wiki/Q1191073"	"Sherri Sorensen   Mar 09 2018"
"940"	"Corporate"	"Preferred"				"ELAC"	"1914"			"German"		"Manufacturer"			"Local Source   Jan 31 2018   "	"http://audiokarma.org/forums/index.php?threads/elac-miracord-50h-ii.407058/   Public Web Link   , www.stereomanuals.com/man/rep/elac/elac_history.htm   Public Web Link, https://www.elac.com   Public Web Link"		"Debbie Garcia-Orona (Santa Fe)   Jan 31 2018"
"949"	"Person"	"Preferred"		"Berenice"	"Berenice"	"Abbott"	"1898"	"1991"	"Female"	"American"	"Berenice Abbott (July 17, 1898 – December 9, 1991), née Bernice Alice Abbott, was an American photographer best known for her portraits of between-the-wars 20th century cultural figures, New York City photographs of architecture and urban design of the 1930s, and science interpretation in the 1940s to 1960s. (Sourced from Wikipedia, January 2020)"	"Photographer"			"Union List of Artist Names   Oct 24 2017   ID: 500020631"	"http://vocab.getty.edu/ulan/500020631   LOD Equivalent URI   ULAN"	"http://vocab.getty.edu/ulan/500020631"	"Debbie Garcia-Orona (Santa Fe)   Oct 12 2017, Sherri Sorensen   Oct 24 2017"
"951"	"Person"	"Preferred"		"Dirk"	"Dirk"	"McDonnell"			"Male"	"American"		"Photographer"			"Union List of Artist Names   Nov 01 2017   ID: 500349726"	"http://vocab.getty.edu/ulan/500349726   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500349726"	"Sherri Sorensen   Nov 01 2017"
"955"	"Person"	"Preferred"		"Catherine"	"Catherine"	"Klenert"				"American"		"Photographer"			"Local Source      "	"https://www.nytimes.com/1987/08/01/arts/friend-of-o-keeffe-glad-fight-s-over.html   Public Web Link   , https://www.aaa.si.edu/collections/items/detail/interview-catherine-klenert-15683   Public Web Link"		
"956"	"Person"	"Preferred"		"Gerald S."	"Gerald"	"Lestz"					"Gerald S. Lestz (March 29, 1914 – September 15, 2009) was an American newspaper columnist, author, activist, philanthropist and publisher. Lestz is credited with leading the efforts to found the Demuth Museum at the childhood home of artist Charles Demuth on East King Street in Lancaster, Pennsylvania. (Sourced from Wikipedia, January 2020)"	"Photographer"			"LC Name Authority File   Nov 14 2017   n80040607"	"http://id.loc.gov/authorities/names/n80040607   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n80040607"	"Sherri Sorensen   Nov 14 2017"
"964"	"Person"	"Preferred"		"Ida Ten Eyck"	"Ida"	"O'Keeffe"	"Oct 23 1889"	"Sep 27 1961"	"Female"	"American"	"Ida Ten Eyck O'Keeffe (October 23, 1889 – September 27, 1961) was an American visual artist known for oil paintings, watercolors, and monotypes.  She is the younger sister of painter Georgia O'Keeffe. (Sourced from Wikipedia, January 2020)"	"Artist"			"Union List of Artist Names      500399516"	"https://www.dma.org/press-release/ida-o-keeffe-escaping-georgia-s-shadow   Public Web Link   , http://vocab.getty.edu/ulan/500399516   LOD Equivalent URI"	"http://vocab.getty.edu/ulan/500399516"	"Sherri Sorensen   Nov 08 2017"
"969"	"Person"	"Preferred"		"Balthazar"	"Balthazar"	"Korab"	"1926"	"Jan 15 2013"	"Male"	"Hungarian"	"Balthazar Korab (Hungarian: Koráb Boldizsár; 1926–2013) was an American photographer based in Detroit, Michigan specializing in architectural, art and landscape photography. (Sourced from Wikipedia, January 2020)"	"Photographer"			"Union List of Artist Names   Nov 14 2017   ID: 500097436"	"http://vocab.getty.edu/ulan/500097436   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500097436"	"Sherri Sorensen   Nov 14 2017"
