System ID	Exh Concept short summary	Procedural Status	Title	Description	Organizer	Organizer PersonID	Start Date	End Date	Start-End	Venues	Venue PersonID	Object IDs
"255"	"The American Paintings of the Phillips Collection; Organizer: Phillips Memorial Gallery (Washington, D.C.); Start: Apr 09 1944; End: May 30 1944"	"Historic"	"The American Paintings of the Phillips Collection"	"1944 ^Washington, D.C. ^Phillips Memorial Gallery ^The American Paintings of the Phillips Collection ^9 April-30 May"	"Phillips Memorial Gallery (Washington, D.C.)   Gallery"	"1470"	"Apr 09 1944"	"May 30 1944"	"Apr 09 1944 - May 30 1944"	"The American Paintings of the Phillips Collection; Organizer: Phillips Memorial Gallery (Washington, D.C.); Start: Apr 09 1944; End: May 30 1944; Phillips Memorial Gallery (Washington, D.C.); Opening: Apr 09 1944; Closing: May 30 1944"	"1470"	"8551, 8673, 8707"
"172"	"Abstract Painting in America; Organizer: Whitney Museum of American Art (New York City); Start: Feb 12 1935; End: Mar 22 1935"	"Historic"	"Abstract Painting in America"	"1935 ^New York ^Whitney Museum of American Art ^Abstract Painting in America ^12 February--22 March"	"Whitney Museum of American Art (New York City)   Institution"	"340"	"Feb 12 1935"	"Mar 22 1935"	"Feb 12 1935 - Mar 22 1935"	"Abstract Painting in America; Organizer: Whitney Museum of American Art (New York City); Start: Feb 12 1935; End: Mar 22 1935; Whitney Museum of American Art (New York City); Opening: Feb 12 1935; Closing: Mar 22 1935"	"340"	"8597, 8694"
"318"	"Ten Women Who Paint: An Exhibition Commemorating the 75th Anniversary of Smith College; Organizer: Smith College Museum of Art (Northampton); Start: Oct 14 1949; End: Nov 03 1949"	"Historic"	"Ten Women Who Paint: An Exhibition Commemorating the 75th Anniversary of Smith College"	"1949 ^Northampton, Massachusetts ^Smith College Museum of Art ^Ten Women Who Paint: An Exhibition commemorating the 75th Anniversary of Smith College ^14 October-3 November"	"Smith College Museum of Art (Northampton)   Institution"	"1479"	"Oct 14 1949"	"Nov 03 1949"	"Oct 14 1949 - Nov 03 1949"	"Ten Women Who Paint: An Exhibition Commemorating the 75th Anniversary of Smith College; Organizer: Smith College Museum of Art (Northampton); Start: Oct 14 1949; End: Nov 03 1949; Smith College Museum of Art (Northampton); Opening: Oct 14 1949; Closing: Nov 03 1949"	"1479"	"8602, 8603, 8840"
"299"	"U.S. State Department War Assets Administration Sale; Organizer: Whitney Museum of American Art (New York City); Start: May 21 1948; End: Jun 18 1948"	"Historic"	"U.S. State Department War Assets Administration Sale"	"1948 ^New York ^Whitney Museum of American Art ^U.S. State Department War Assets Administration Sale ^21 May-18 June"	"Whitney Museum of American Art (New York City)   Institution"	"340"	"May 21 1948"	"Jun 18 1948"	"May 21 1948 - Jun 18 1948"	"U.S. State Department War Assets Administration Sale; Organizer: Whitney Museum of American Art (New York City); Start: May 21 1948; End: Jun 18 1948; Whitney Museum of American Art (New York City); Opening: May 21 1948; Closing: Jun 18 1948"	"340"	"8619, 8714, 8770"
"300"	"Annual Exhibition of Contemporary American Painting; Organizer: Whitney Museum of American Art (New York City); Start: Nov 13 1948; End: Jan 02 1949"	"Historic"	"Annual Exhibition of Contemporary American Painting"	"1948 ^New York ^Whitney Museum of American Art ^1948 Annual Exhibition of Contemporary American Painting ^13 November 1948-2 January 1949"	"Whitney Museum of American Art (New York City)   Institution"	"340"	"Nov 13 1948"	"Jan 02 1949"	"Nov 13 1948 - Jan 02 1949"	"Annual Exhibition of Contemporary American Painting; Organizer: Whitney Museum of American Art (New York City); Start: Nov 13 1948; End: Jan 02 1949; Whitney Museum of American Art (New York City); Opening: Nov 13 1948; Closing: Jan 02 1949"	"340"	"8619, 8714, 8770"
"185"	"American Painting from 1860 until Today; Organizer: Cleveland Museum of Art (Cleveland); Start: Jun 06 1937; End: Oct 04 1937"	"Historic"	"American Painting from 1860 until Today"	"1937 ^Cleveland, Ohio ^The Cleveland Museum of Art ^American Painting from 1860 until Today ^6 June--4 October"	"Cleveland Museum of Art (Cleveland)   Institution"	"350"	"Jun 06 1937"	"Oct 04 1937"	"Jun 06 1937 - Oct 04 1937"	"American Painting from 1860 until Today; Organizer: Cleveland Museum of Art (Cleveland); Start: Jun 06 1937; End: Oct 04 1937; Cleveland Museum of Art (Cleveland); Opening: Jun 06 1937; Closing: Oct 04 1937"	"350"	"8639, 8856"
"148"	"Acquisitions for the Year 1932; Organizer: Whitney Museum of American Art (New York City); Start: Jan 10 1933; End: Feb 16 1933"	"Historic"	"Acquisitions for the Year 1932"	"1933 ^New York ^Whitney Museum of American Art ^Acquisitions for the Year 1932 ^10 January--16 February"	"Whitney Museum of American Art (New York City)   Institution"	"340"	"Jan 10 1933"	"Feb 16 1933"	"Jan 10 1933 - Feb 16 1933"	"Acquisitions for the Year 1932; Organizer: Whitney Museum of American Art (New York City); Start: Jan 10 1933; End: Feb 16 1933; Whitney Museum of American Art (New York City); Opening: Jan 10 1933; Closing: Feb 16 1933"	"340"	"8647, 8678, 8683"
"265"	"Original Paintings from the University Collection; Organizer: Frederick R. Weisman Art Museum (Minneapolis); Start: Sep 23 1946; End: Oct 17 1946"	"Historic"	"Original Paintings from the University Collection"	"1946 ^Minneapolis, Minnesota ^University of Minnesota Gallery ^Original Paintings from the University Collection ^23 September-17 October"	"Frederick R. Weisman Art Museum (Minneapolis)   Institution"	"375"	"Sep 23 1946"	"Oct 17 1946"	"Sep 23 1946 - Oct 17 1946"	"Original Paintings from the University Collection; Organizer: Frederick R. Weisman Art Museum (Minneapolis); Start: Sep 23 1946; End: Oct 17 1946; Frederick R. Weisman Art Museum (Minneapolis); Opening: Sep 23 1946; Closing: Oct 17 1946"	"375"	"8664, 8733, 8734"
"264"	"Americna Painting from the Eighteenth Century to the Present Day; Organizer: Tate Modern (London); Start: Jun 1946; End: Jul 1946"	"Historic"	"Americna Painting from the Eighteenth Century to the Present Day"	"1946 ^London ^Tate Gallery of Art ^Americna Painting from the eighteenth Century to the Present Day ^June--July"	"Tate Modern (London)   Institution"	"796"	"Jun 1946"	"Jul 1946"	"Jun 1946 - Jul 1946"	"Americna Painting from the Eighteenth Century to the Present Day; Organizer: Tate Modern (London); Start: Jun 1946; End: Jul 1946; Tate Modern (London); Opening: Jun 1946; Closing: Jul 1946"	"796"	"8673, 8758"
"202"	"A Selection from the Permanent Collection; Organizer: Whitney Museum of American Art (New York City); Start: May 17 1938; End: May 27 1938"	"Historic"	"A Selection from the Permanent Collection"	"1938 ^New York ^Whitney Museum of American Art ^""A Selection from the Permanent Collection"" ^17--27 May"	"Whitney Museum of American Art (New York City)   "	"340"	"May 17 1938"	"May 27 1938"	"May 17 1938 - May 27 1938"	"A Selection from the Permanent Collection; Organizer: Whitney Museum of American Art (New York City); Start: May 17 1938; End: May 27 1938; Whitney Museum of American Art (New York City); Opening: May 17 1938; Closing: May 27 1938"	"340"	"8677, 8694"
"160"	"Fall Exhibition of Paintings, Prints, Sculpture from the Permanent Collection; Organizer: Whitney Museum of American Art (New York City); Start: Oct 02 1934; End: Oct 18 1934"	"Historic"	"Fall Exhibition of Paintings, Prints, Sculpture from the Permanent Collection"	"1934 ^New York ^Whitney Museum of American Art ^Fall Exhibition of Paintings, Prints, Sculpture from the Permanent Collection ^2-18 October"	"Whitney Museum of American Art (New York City)   Institution"	"340"	"Oct 02 1934"	"Oct 18 1934"	"Oct 02 1934 - Oct 18 1934"	"Fall Exhibition of Paintings, Prints, Sculpture from the Permanent Collection; Organizer: Whitney Museum of American Art (New York City); Start: Oct 02 1934; End: Oct 18 1934; Whitney Museum of American Art (New York City); Opening: Oct 02 1934; Closing: Oct 18 1934"	"340"	"8694, 8735"
"298"	"American Paintings from the Museum Collection; Organizer: Museum of Modern Art (New York City); Start: Dec 22 1948; End: Mar 20 1949"	"Historic"	"American Paintings from the Museum Collection"	"1948 ^New York ^Museum of Modern Art ^American Paintings from the Museum Collection ^22 December 1948-20 March 1949"	"Museum of Modern Art (New York City)   Institution"	"1325"	"Dec 22 1948"	"Mar 20 1949"	"Dec 22 1948 - Mar 20 1949"	"American Paintings from the Museum Collection; Organizer: Museum of Modern Art (New York City); Start: Dec 22 1948; End: Mar 20 1949; Museum of Modern Art (New York City); Opening: Dec 22 1948; Closing: Mar 20 1949"	"1325"	"87, 8261, 8291, 8316, 8557, 8589, 8590, 8591, 8610, 8611, 8629, 8642, 8644, 8678, 8714, 8752, 8806, 8811"
"323"	"Contemporary Painting From the Addison Gallery, Adover; Organizer: Institute of Contemporary Art (Boston); Start: Nov 08 1950; End: Nov 19 1950"	"Historic"	"Contemporary Painting From the Addison Gallery, Adover"	"1950 ^Boston, Massachusetts ^Institute of Contemporary Art ^Contemporary Painting From the Addison Gallery, Adover ^8-19 November"	"Institute of Contemporary Art (Boston)   Institution"	"1581"	"Nov 08 1950"	"Nov 19 1950"	"Nov 08 1950 - Nov 19 1950"	"Contemporary Painting From the Addison Gallery, Adover; Organizer: Institute of Contemporary Art (Boston); Start: Nov 08 1950; End: Nov 19 1950; Institute of Contemporary Art (Boston); Opening: Nov 08 1950; Closing: Nov 19 1950"	"1581"	"8705, 8775"
"144"	"27th annual Exhibition of Paintings by American Artists; Organizer: Saint Louis Art Museum (St. Louis); Start: Aug 15 1932; End: Oct 16 1932"	"Historic"	"27th annual Exhibition of Paintings by American Artists"	"1932 ^St. Louis Missouri ^City Art Museum ^27th annual Exhibition of Paintings by American Artists ^15 August--16 October."	"Saint Louis Art Museum (St. Louis)   Institution"	"1494"	"Aug 15 1932"	"Oct 16 1932"	"Aug 15 1932 - Oct 16 1932"	"27th annual Exhibition of Paintings by American Artists; Organizer: Saint Louis Art Museum (St. Louis); Start: Aug 15 1932; End: Oct 16 1932; Saint Louis Art Museum (St. Louis); Opening: Aug 15 1932; Closing: Oct 16 1932"	"1494"	"8707, 8760, 8761"
"260"	"The Museum Collection of Paintings and Sculpture; Organizer: Museum of Modern Art (New York City); Start: Jun 19 1946; End: Dec 31 1946"	"Historic"	"The Museum Collection of Paintings and Sculpture"	"1945 ^New York ^The Museum of Modern Art ^The Museum Collection of Paintings and Sculpture ^19 June-31 Decembr 1946"	"Museum of Modern Art (New York City)   Institution"	"1325"	"Jun 19 1946"	"Dec 31 1946"	"Jun 19 1946 - Dec 31 1946"	"The Museum Collection of Paintings and Sculpture; Organizer: Museum of Modern Art (New York City); Start: Jun 19 1946; End: Dec 31 1946; Museum of Modern Art (New York City); Opening: Jun 19 1946; Closing: Dec 31 1946"	"1325"	"8714, 8828"
"311"	"Works by Newly Elected Members and Recipients of Grants; Organizer: American Academy of Arts and Letters (New York City); Start: May 28 1949; End: Jul 03 1949"	"Historic"	"Works by Newly Elected Members and Recipients of Grants"	"1949 ^New York ^The American Academy of Arts and Letters and The National Institute of Arts and Letters ^Works by Newly Elected Members and Recipients of Grants ^28 May-3 July"	"American Academy of Arts and Letters (New York City)   Public Relations"	"1595"	"May 28 1949"	"Jul 03 1949"	"May 28 1949 - Jul 03 1949"	"Works by Newly Elected Members and Recipients of Grants; Organizer: American Academy of Arts and Letters (New York City); Start: May 28 1949; End: Jul 03 1949; American Academy of Arts and Letters (New York City); Opening: May 28 1949; Closing: Jul 03 1949"	"1595"	"8747, 8791, 8953"
"187"	"Five Painters; Organizer: Frederick R. Weisman Art Museum (Minneapolis); Start: Jan 27 1937; End: Feb 14 1937"	"Historic"	"Five Painters"	"1937 ^Minneapolis, Minnesota ^University of Minnesota Gallery ^Five Painters ^27 January--14 February"	"Frederick R. Weisman Art Museum (Minneapolis)   "	"375"	"Jan 27 1937"	"Feb 14 1937"	"Jan 27 1937 - Feb 14 1937"	"Five Painters; Organizer: Frederick R. Weisman Art Museum (Minneapolis); Start: Jan 27 1937; End: Feb 14 1937; Frederick R. Weisman Art Museum (Minneapolis); Opening: Jan 27 1937; Closing: Feb 14 1937"	"375"	"8752, 8793"
"142"	"Exhibition of The American Society of Painters, Sculptors and Gravers; Organizer: Whitney Museum of American Art (New York City); Start: Feb 06 1932; End: Feb 28 1932"	"Historic"	"Exhibition of The American Society of Painters, Sculptors and Gravers"	"1932 ^New York ^Whitney Museum of American Art ^*Exhibition of The American Society of Painters, Sculptors and Gravers ^6--28 February"	"Whitney Museum of American Art (New York City)   Institution"	"340"	"Feb 06 1932"	"Feb 28 1932"	"Feb 06 1932 - Feb 28 1932"	"Exhibition of The American Society of Painters, Sculptors and Gravers; Organizer: Whitney Museum of American Art (New York City); Start: Feb 06 1932; End: Feb 28 1932; Whitney Museum of American Art (New York City); Opening: Feb 06 1932; Closing: Feb 28 1932"	"340"	"8759, 8760, 8761, 8762, 8763"
"266"	"Georgia O'Keeffe; Organizer: An American Place (New York City); Start: Feb 04 1946; End: Mar 27 1946"	"Historic"	"Georgia O'Keeffe"	"1946 ^New York ^An American Place ^Georgia O'Keeffe ^4 February--27 March"	"An American Place (New York City)   Gallery"	"1476"	"Feb 04 1946"	"Mar 27 1946"	"Feb 04 1946 - Mar 27 1946"	"Georgia O'Keeffe; Organizer: An American Place (New York City); Start: Feb 04 1946; End: Mar 27 1946; An American Place (New York City); Opening: Feb 04 1946; Closing: Mar 27 1946"	"1476"	"88, 102, 122"
"319"	"Flower Paintings and Period Furniture; Organizer: Toledo Museum of Art (Toledo); Start: Oct 02 1949; End: Oct 30 1949"	"Historic"	"Flower Paintings and Period Furniture"	"1949 ^Toledo Ohio ^Toledo Museum of Art ^Flower Paintings and Period Furniture ^2-30 October"	"Toledo Museum of Art (Toledo)   Institution"	"1582"	"Oct 02 1949"	"Oct 30 1949"	"Oct 02 1949 - Oct 30 1949"	"Flower Paintings and Period Furniture; Organizer: Toledo Museum of Art (Toledo); Start: Oct 02 1949; End: Oct 30 1949; Toledo Museum of Art (Toledo); Opening: Oct 02 1949; Closing: Oct 30 1949"	"1582"	"8829, 8935"
"208"	"Georgia O'Keeffe: Exhibition of Oils and Pastels; Organizer: An American Place (New York City); Start: Jan 22 1939; End: Mar 17 1939"	"Historic"	"Georgia O'Keeffe: Exhibition of Oils and Pastels"	"1939 ^New York ^An American Place ^""Georgia O'keeffe: Exhibition of Oils And Pastels ^22 January--17 March"	"An American Place (New York City)   "	"1476"	"Jan 22 1939"	"Mar 17 1939"	"Jan 22 1939 - Mar 17 1939"	"Georgia O'Keeffe: Exhibition of Oils and Pastels; Organizer: An American Place (New York City); Start: Jan 22 1939; End: Mar 17 1939; An American Place (New York City); Opening: Jan 22 1939; Closing: Mar 17 1939"	"1476"	"8900, 8902, 8903"
"251"	"History of an American: Alfred Stieglitz '291' and After: Selection from the Stieglitz Collection; Organizer: Philadelphia Museum of Art (Philadelphia); Start: Sep 1944; End: Oct 22 1944"	"Historic"	"History of an American: Alfred Stieglitz '291' and After: Selection from the Stieglitz Collection"	"1944 ^Philadelphia, Pennsylvania ^Philadelphia Museum of Art ^History of an American: Alfred Stieglitz '291' and After: Selection from the Stieglitz Collection ^September--22 October"	"Philadelphia Museum of Art (Philadelphia)   Institution"	"349"	"Sep 1944"	"Oct 22 1944"	"Sep 1944 - Oct 22 1944"	"History of an American: Alfred Stieglitz '291' and After: Selection from the Stieglitz Collection; Organizer: Philadelphia Museum of Art (Philadelphia); Start: Sep 1944; End: Oct 22 1944; Philadelphia Museum of Art (Philadelphia); Opening: Sep 1944; Closing: Oct 22 1944"	"349"	"99, 8543, 8557, 8647, 8750, 8787, 8811, 8820"
"205"	"Georgia O'Keeffe Paintings; Organizer: College of William and Mary (Williamsburg); Start: May 04 1938; End: May 09 1938"	"Historic"	"Georgia O'Keeffe Paintings"	"1938 ^Williamsburg, Virginia ^College of William and Mary ^""Georgia O'Keeffe Paintings"" ^4-9 May"	"College of William and Mary (Williamsburg)   Institution"	"1520"	"May 04 1938"	"May 09 1938"	"May 04 1938 - May 09 1938"	"Georgia O'Keeffe Paintings; Organizer: College of William and Mary (Williamsburg); Start: May 04 1938; End: May 09 1938; College of William and Mary (Williamsburg); Opening: May 04 1938; Closing: May 09 1938"	"1520"	"99, 8663, 8703, 8707"
"133"	"Georgia O'Keeffe: Recent Paintings, New Mexico, New York, Etc. -- Etc.; Organizer: An American Place (New York City); Start: Jan 1931; End: Feb 1931"	"Historic"	"Georgia O'Keeffe: Recent Paintings, New Mexico, New York, Etc. -- Etc."	"1931 ^New York ^An American Place ^Georgia O'Keeffe: Recent Paintings, New Mexico, New York, Etc. -- Etc. ^January -- February"	"An American Place (New York City)   "	"1476"	"Jan 1931"	"Feb 1931"	"Jan 1931 - Feb 1931"	"Georgia O'Keeffe: Recent Paintings, New Mexico, New York, Etc. -- Etc.; Organizer: An American Place (New York City); Start: Jan 1931; End: Feb 1931; An American Place (New York City); Opening: Jan 1931; Closing: Feb 1931"	"1476"	"99, 8721, 8746, 8747, 8749, 8752, 8753, 8758, 8759, 8760, 8761, 8762, 8763, 8764, 8770, 8787, 8788, 8791, 8793"
"9"	"Georgia O'Keeffe: The Poetry of Things; Organizer: The Phillips Collection (Washington, D.C.), Dallas Museum of Art (Dallas); Start: Apr 17 1999; End: May 14 2000"	"Historic"	"Georgia O'Keeffe: The Poetry of Things"	"Gallery 3-9 ^This exhibition has been organized by The Phillips Collection, Washington, D.C. and the Dallas Museum of Art ^Venues:  Georgia OKeeffe Museum, April 17, 1999  May 14, 2000;  Dallas Museum of Art; Fine Arts Museums of San Francisco"	"The Phillips Collection (Washington, D.C.)   Institution, Dallas Museum of Art (Dallas)   Institution"	"248, 353"	"Apr 17 1999"	"May 14 2000"	"Apr 17 1999 - May 14 2000"	"Georgia O'Keeffe: The Poetry of Things; Organizer: The Phillips Collection (Washington, D.C.), Dallas Museum of Art (Dallas); Start: Apr 17 1999; End: May 14 2000; Georgia O'Keeffe Museum (Santa Fe); Opening: Apr 17 1999; Closing: May 14 2000"	"1"	"147, 45, 61, 149, 3, 68, 4, 92, 16, 8241, 8251, 8414, 8435, 8422"
"12"	"Georgia O'Keeffe: Color and Conservation; Organizer: Mississippi Museum of Art (Jackson); Start: Feb 04 2006; End: Sep 10 2006"	"Historic"	"Georgia O'Keeffe: Color and Conservation"	"Galleries 4-9 ^Georgia O'Keeffe: Color and Conservation, organized by the Mississippi Art Museum, on view at the O'Keeffe Museum."	"Mississippi Museum of Art (Jackson)   "	"361"	"Feb 04 2006"	"Sep 10 2006"	"Feb 04 2006 - Sep 10 2006"	"Georgia O'Keeffe: Color and Conservation; Organizer: Mississippi Museum of Art (Jackson); Start: Feb 04 2006; End: Sep 10 2006; Mississippi Museum of Art (Jackson); Opening: Feb 04 2006; Closing: May 29 2006, Georgia O'Keeffe: Color and Conservation; Organizer: Mississippi Museum of Art (Jackson); Start: Feb 04 2006; End: Sep 10 2006; Georgia O'Keeffe Museum (Santa Fe); Opening: Jun 16 2006; Closing: Sep 10 2006"	"361, 1"	"87, 16, 17, 77, 20, 8, 38, 150, 101, 1044, 1048, 1093, 37, 164, 154, 1094, 170, 103, 4, 6, 99, 5, 83, 90, 8234, 8318, 8422, 46, 8376, 8403, 1215"
"14"	"Marsden Hartley and the West: The Search for an American Modernism; Organizer: Georgia O'Keeffe Museum (Santa Fe); Start: Jan 25 2008; End: Feb 09 2009"	"Historic"	"Marsden Hartley and the West: The Search for an American Modernism"	"Galleries 1, 6-8:  Selections from the Permanent Collection;  Gallery 9: Stieglitz photographs; Galleries 2-5: Hartley ^Between 1918 and 1924, Hartley painted the New Mexico landscape again and again, while living first in Taos and Santa Fe, then in New York, and finally in Europe. He traveled to New Mexico with the hope that painting directly from nature would purify him and his work, allowing him to develop an original, uniquely American style. Instead his work evolved into a complex meditation on distance, loss, and the aftermath of World War I. As Hartley moved farther from New Mexico itself, his paintings of the place became more personal, more melancholy, and more desolate. This exhibition examines Marsden Hartley's search fro a new modern American art in new Mexico, repositioning the period a an important part of his career, and bringing together many of the New Mexico paintings and pastels for the first time."	"Georgia O'Keeffe Museum (Santa Fe)   Institution"	"1"	"Jan 25 2008"	"Feb 09 2009"	"Jan 25 2008 - Feb 09 2009"	"Marsden Hartley and the West: The Search for an American Modernism; Organizer: Georgia O'Keeffe Museum (Santa Fe); Start: Jan 25 2008; End: Feb 09 2009; Georgia O'Keeffe Museum (Santa Fe); Opening: Jan 25 2008; Closing: May 11 2008, Marsden Hartley and the West: The Search for an American Modernism; Organizer: Georgia O'Keeffe Museum (Santa Fe); Start: Jan 25 2008; End: Feb 09 2009; Amon Carter Museum of American Art (Fort Worth); Opening: Jun 14 2008; Closing: Aug 24 2008, Marsden Hartley and the West: The Search for an American Modernism; Organizer: Georgia O'Keeffe Museum (Santa Fe); Start: Jan 25 2008; End: Feb 09 2009; San Jose Museum of Art (San Jose); Opening: Sep 26 2008; Closing: Feb 09 2009"	"1, 261, 389"	"4, 6, 105, 29, 23, 46, 68, 66, 82, 77, 79, 83, 91, 84, 72, 122, 172, 1098, 1011, 1045, 572, 1055, 988, 156, 152, 541, 136, 160, 161, 1107, 1124, 1125, 1144, 99, 101, 166, 598, 595, 597, 7398, 1127, 1128, 1122, 1126, 1132, 1115, 1120, 1121, 1129, 1108, 1130, 1131, 1117, 1133, 1134, 1138, 1139, 1137, 1135, 1136, 1140, 1111, 1116, 1110, 1141, 1145, 1146, 1112, 1118, 1113, 1142, 1114, 1123, 1109, 1147, 1119, 1143, 1001, 19, 1257, 7, 5, 70, 1215, 20, 1016, 92, 1099, 4920, 1370, 1362, 4931, 4916, 1100, 4917, 4933, 4919, 4930, 6466, 4926"
"16"	"Georgia O'Keeffe and Ansel Adams: Natural Affinities; Organizer: Georgia O'Keeffe Museum (Santa Fe); Start: May 23 2008; End: Sep 07 2009"	"Historic"	"Georgia O'Keeffe and Ansel Adams: Natural Affinities"	"""Georgia O'Keeffe and Ansel Adams: Natural Affinities"" in this first exhibition to bring together an important selection of these artists' paintings and photographs. The works date from the 1920s forward, and most significantly, they reveal the artists' ongoing deep attraction to and profound appreciation of the natural world. They take as their subjects the myriad of sizes, shapes, and texures of elements O'Keeffe and Adams found in their environments, from tiny flowers to the awesome vastness of wilderness areas. ^ ^Anne Hammond, Honorary Scholar at the Georgia O'Keeffe Museum's Research Center in 2001 and a specialist on Adams, selected the works included in this exhibition. Its catalogue was published by little, Brown, and Co., and includes essays by journalist Richard b. Woodard, O'Keeffe Museum Curator, Barbara Buhler lynes, and Sandra Phillips, Senior Curator of Photography, San Francisco Museum of Modern Art."	"Georgia O'Keeffe Museum (Santa Fe)   "	"1"	"May 23 2008"	"Sep 07 2009"	"May 23 2008 - Sep 07 2009"	"Georgia O'Keeffe and Ansel Adams: Natural Affinities; Organizer: Georgia O'Keeffe Museum (Santa Fe); Start: May 23 2008; End: Sep 07 2009; Smithsonian American Art Museum (Washington); Opening: Sep 27 2008; Closing: Apr 01 2009, Georgia O'Keeffe and Ansel Adams: Natural Affinities; Organizer: Georgia O'Keeffe Museum (Santa Fe); Start: May 23 2008; End: Sep 07 2009; Norton Museum of Art (Palm Beach); Opening: Jan 24 2009; Closing: May 03 2009, Georgia O'Keeffe and Ansel Adams: Natural Affinities; Organizer: Georgia O'Keeffe Museum (Santa Fe); Start: May 23 2008; End: Sep 07 2009; Georgia O'Keeffe Museum (Santa Fe); Opening: May 23 2008; Closing: Sep 07 2008, Georgia O'Keeffe and Ansel Adams: Natural Affinities; Organizer: Georgia O'Keeffe Museum (Santa Fe); Start: May 23 2008; End: Sep 07 2009; San Francisco Museum of Modern Art (San Francisco); Opening: Jun 06 2009; Closing: Sep 07 2009"	"404, 332, 1, 1429"	"144, 8491, 8536, 156, 3, 8546, 4, 8537, 8593, 8563, 148, 1001, 8619, 8635, 8643, 16, 8671, 8704, 8738, 8721, 8727, 547, 549, 562, 8786, 79, 8896, 81, 19, 8901, 8941, 59, 8961, 1037, 162, 47"
"19"	"Art Fiction, De la ville aux etoiless (Art Fiction: From the City to the Stars); Organizer: Musee de la Ville de Marseille; Start: May 22 2015; End: Sep 27 2015"	"Approved"	"Art Fiction, De la ville aux etoiless (Art Fiction: From the City to the Stars)"		"Musee de la Ville de Marseille   Institution"	"732"	"May 22 2015"	"Sep 27 2015"	"May 22 2015 - Sep 27 2015"	"Art Fiction, De la ville aux etoiless (Art Fiction: From the City to the Stars); Organizer: Musee de la Ville de Marseille; Start: May 22 2015; End: Sep 27 2015; Musee de la Ville de Marseille, Art Fiction, De la ville aux etoiless (Art Fiction: From the City to the Stars); Organizer: Musee de la Ville de Marseille; Start: May 22 2015; End: Sep 27 2015; Musee de la Ville de Marseille; Opening: May 22 2015; Closing: Sep 27 2015"	"732, 732"	"1530"
"24"	"O'Keeffe, Preston, and Cossington Smith: Making Modernism (working title) (Australian Modernism); Organizer: Cody Hartley (Santa Fe), Carolyn Kastner; Start: Oct 08 2016; End: Oct 01 2017"	"Approved"	"O'Keeffe, Preston, and Cossington Smith: Making Modernism (working title) (Australian Modernism)"	"This is the first significant exhibition of Georgia O’Keeffe in Australia; while she is certainly known on an international scale, this exhibition will present her work as part of the larger international modernist movement. At the same time, it will bring the work of Australia’s two leading modernists to the United States for the first time, allowing American audiences to better understand the international scale of modernism and discover a rich artistic history that builds upon the more widely known narrative of American modernism. This presents a unique opportunity to advance both the scholarship and the public understanding of how modern art arose and developed in the 20th century across the globe."	"Cody Hartley (Santa Fe)   Curator, Carolyn Kastner   Curator"	"414, 408"	"Oct 08 2016"	"Oct 01 2017"	"Oct 08 2016 - Oct 01 2017"	"O'Keeffe, Preston, and Cossington Smith: Making Modernism (working title) (Australian Modernism); Organizer: Cody Hartley (Santa Fe), Carolyn Kastner; Start: Oct 08 2016; End: Oct 01 2017; Heide Museum of Modern Art; Opening: Oct 08 2016; Closing: Sep 24 2017, O'Keeffe, Preston, and Cossington Smith: Making Modernism (working title) (Australian Modernism); Organizer: Cody Hartley (Santa Fe), Carolyn Kastner; Start: Oct 08 2016; End: Oct 01 2017; Art Gallery of New South Wales (Sydney); Opening: Jul 01 2017; Closing: Oct 01 2017, O'Keeffe, Preston, and Cossington Smith: Making Modernism (working title) (Australian Modernism); Organizer: Cody Hartley (Santa Fe), Carolyn Kastner; Start: Oct 08 2016; End: Oct 01 2017; Queensland Art Gallery / Gallery of Modern Art (Brisbane); Opening: Jun 01 2017; Closing: Sep 30 2017"	"801, 807, 895"	"993, 18, 43, 156, 20, 4, 70, 69, 1002, 148, 145, 76, 146, 78, 79, 81, 541, 84, 1218, 86, 87, 1037, 91, 38, 1032, 1035, 1041, 1048, 150, 94, 1057"
