System ID	Provenance full details	Acquisition Method
"191"		"Gift"
"1910"		"Gift"
"1913"		"Gift"
"1918"		"Gift"
"192"		"Gift"
"193"		"Gift"
"194"		"Gift"
"195"	"Gift from the artist         "	"Gift"
"196"	"The Artist; Emily Otis Barnes Collection, Santa Fe; by descent to Nathaniel Otis Owings Collection, Santa Fe, NM      Dec 20 2001   "	"Gift"
"197"		"Gift"
"1972"		"Gift"
"198"		"Gift"
"199"		"Gift"
"2"	"Private collection, gift, 1983 ^Gerald and Kathleen Peters, Santa Fe, N.Mex., 1984         "	"Gift"
"20"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico, Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)"	"Gift"
"200"		"Gift"
"201"		"Gift"
"2019"		"Gift"
"202"		"Gift"
"2020"		"Gift"
"2021"		"Gift"
"2022"		"Gift"
"2023"		"Gift"
"2024"		"Gift"
"2025"		"Gift"
"2026"		"Gift"
"2029"		"Gift"
"203"		"Gift"
"2030"		"Gift"
"2031"		"Gift"
"204"		"Gift"
"205"		"Gift"
"206"		"Gift"
"207"		"Gift"
"208"		"Gift"
"209"		"Gift"
"21"	"(The Intimate Gallery, New York, N.Y.) ^Paul Rosenfeld, New York, N.Y., ca. 1928 ^Mrs. Burdon Emmett, New York, N.Y., loan, by 1946 ^Estate of Paul Rosenfeld, 1946 ^[. . .] ^Henry C. Fleming, New York, N.Y., unknown ^Andrew Crispo Gallery, Inc., New York, N.Y., unknown ^M. Knoedler, New York, N.Y., by 1968 ^The artist, purchase, 1969 ^Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)         "	"Gift"
"210"		"Gift"
"211"		"Gift"
"212"		"Gift"
"2127"		"Gift"
"2129"		"Gift"
"213"		"Gift"
"214"		"Gift"
"215"		"Gift"
"216"		"Gift"
"217"		"Gift"
"218"		"Gift"
"219"		"Gift"
"22"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)         "	"Gift"
"220"		"Gift"
"221"		"Gift"
"222"		"Gift"
"2224"		"Gift"
"223"		"Gift"
"224"		"Gift"
"225"		"Gift"
"226"		"Gift"
"227"		"Gift"
"228"		"Gift"
"229"		"Gift"
"23"	"The Burnett Foundation (partial share)      1996   Fort Worth/Texas, The Georgia O'Keeffe Foundation      1993   Abiquiu/New Mexico, Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)   Georgia O'Keeffe   1986"	"Gift"
"230"		"Gift"
"231"		"Gift"
"232"		"Gift"
"233"		"Gift"
"234"		"Gift"
"235"		"Gift"
"2359"		"Gift"
"236"		"Gift"
"2360"		"Gift"
"237"		"Gift"
"238"		"Gift"
"239"		"Gift"
"24"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"240"		"Gift"
"241"		"Gift"
"243"		"Gift"
"244"		"Gift"
"245"		"Gift"
"246"		"Gift"
"247"		"Gift"
"248"		"Gift"
"249"		"Gift"
"25"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"250"		"Gift"
"2502"		"Gift"
"2503"		"Gift"
"2504"		"Gift"
"2505"		"Gift"
"2506"		"Gift"
"2507"		"Gift"
"2508"		"Gift"
"251"		"Gift"
"252"		"Gift"
"253"		"Gift"
"254"		"Gift"
"255"		"Gift"
"256"		"Gift"
"257"		"Gift"
"258"		"Gift"
"259"		"Gift"
"26"	"The Burnett Foundation, Fort Worth, Texas, 1996 (partial share)   The Burnett Foundation (Fort Worth)   1996   Fort Worth/Texas, The Georgia O'Keeffe Foundation, Abiquiu, New Mexico, 1993   The Georgia O'Keeffe Foundation   1993   Abiquiu/New Mexico, Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"260"		"Gift"
"261"		"Gift"
"262"		"Gift"
"263"		"Gift"
"264"		"Gift"
"265"		"Gift"
"266"		"Gift"
"267"		"Gift"
"268"		"Gift"
"269"		"Gift"
"27"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)         "	"Gift"
"270"		"Gift"
"271"		"Gift"
"272"		"Gift"
"273"		"Gift"
"274"		"Gift"
"275"		"Gift"
"276"		"Gift"
"277"		"Gift"
"278"		"Gift"
"279"		"Gift"
"28"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)         "	"Gift"
"280"		"Gift"
"281"		"Purchase"
"282"		"Gift"
"283"		"Gift"
"284"		"Gift"
"285"		"Gift"
"286"		"Gift"
"287"		"Gift"
"288"		"Gift"
"289"		"Gift"
"29"	"The Burnett Foundation (partial share)   The Burnett Foundation (Fort Worth)   1996   Fort Worth/Texas, The Georgia O'Keeffe Foundation   The Georgia O'Keeffe Foundation   1993   Abiquiu/New Mexico, Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)   1986"	"Gift"
"290"		"Gift"
"291"		"Gift"
"292"		"Gift"
"293"		"Gift"
"294"		"Gift"
"295"		"Gift"
"296"		"Gift"
"297"		"Gift"
"298"		"Gift"
"299"		"Gift"
"3"	"(Doris Bry, New York, N.Y.) ^Private collection, Dallas, Tex., 1968 ^Doris Bry, New York, N.Y.) ^The artist, purchase, 1971 ^Anita O'Keeffe (Mrs. Robert R.) Young, Newport, R.I., by 1982 ^Estate of Anita O'Keeffe (Mrs. Robert R.) Young, 1985 ^Robert R. Young Foundation, Cincinnati, Ohio, 1985 ^Sotheby's, New York, N.Y., sale no. 5658, lot no. 2, 3 December 1987 ^Gerald Peters Gallery, Santa Fe, N.Mex., 1987 ^The Burnett Foundation, Fort Worth, Texas, 1996 (partial share)         "	"Gift"
"30"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)         "	"Gift"
"300"		"Gift"
"302"		"Gift"
"303"		"Gift"
"304"		"Gift"
"305"		"Gift"
"306"		"Gift"
"307"		"Gift"
"308"		"Gift"
"309"		"Gift"
"31"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)         "	"Gift"
"310"		"Gift"
"311"		"Gift"
"312"		"Gift"
"313"		"Gift"
"314"		"Gift"
"315"		"Gift"
"316"		"Gift"
"317"		"Gift"
"318"		"Gift"
"319"		"Gift"
"3193"		"Gift"
"3194"		"Gift"
"3195"		"Gift"
"3196"		"Gift"
"3197"		"Gift"
"32"	"The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)   The Burnett Foundation (Fort Worth)   1996   Fort Worth/Texas, The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993   The Georgia O'Keeffe Foundation   1993   Abiquiu/New Mexico, Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"320"		"Gift"
"321"		"Gift"
"3212"		"Gift"
"322"		"Gift"
"323"		"Gift"
"324"		"Gift"
"325"		"Gift"
"326"		"Gift"
"327"		"Gift"
"328"		"Gift"
"329"		"Gift"
"33"	"The Burnett Foundation,  (partial share)   The Burnett Foundation (Fort Worth)   1997   , The Georgia O'Keeffe Foundation, 1993   The Georgia O'Keeffe Foundation   1993, Estate of the artist, 1986   Georgia O'Keeffe   1986"	"Gift"
"330"		"Gift"
"331"		"Gift"
"332"		"Gift"
"333"		"Gift"
"334"		"Gift"
"335"		"Gift"
"336"		"Gift"
"337"		"Gift"
"34"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)         "	"Gift"
"3413"		"Gift"
"344"		"Gift"
"345"		"Gift"
"346"		"Gift"
"347"		"Gift"
"348"		"Gift"
"349"		"Gift"
"35"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)         "	"Gift"
"350"		"Gift"
"351"		"Gift"
"352"		"Gift"
"353"		"Gift"
"354"		"Gift"
"3542"		"Gift"
"355"		"Gift"
"356"		"Gift"
"357"		"Gift"
"358"		"Gift"
"359"		"Gift"
"36"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)         "	"Gift"
"360"		"Gift"
"361"		"Gift"
"362"		"Gift"
"363"		"Gift"
"364"		"Gift"
"365"		"Gift"
"3652"		"Gift"
"3653"		"Gift"
"3654"		"Gift"
"366"		"Gift"
"37"	"The Burnett Foundation (partial share)   The Burnett Foundation (Fort Worth)   1996   Fort Worth/Texas, The Georgia O'Keeffe Foundation   The Georgia O'Keeffe Foundation   1993   Abiquiu/New Mexico, Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"3745"		"Gift"
"3763"		"Gift"
"3764"		"Gift"
"3766"		"Gift"
"3767"		"Gift"
"3776"		"Gift"
"3777"		"Gift"
"3779"		"Gift"
"3780"		"Gift"
"3781"		"Gift"
"3784"		"Gift"
"3785"		"Gift"
"3788"		"Gift"
"38"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)         "	"Gift"
"3808"		"Gift"
"3814"		"Gift"
"3815"		"Gift"
"3816"		"Gift"
"3821"		"Gift"
"3822"		"Gift"
"3823"		"Gift"
"3825"		"Gift"
"3826"		"Gift"
"3827"		"Gift"
"3828"		"Gift"
"3830"		"Gift"
"3833"		"Gift"
"3834"		"Gift"
"3835"		"Gift"
"3837"		"Gift"
"3838"		"Gift"
"3839"		"Gift"
"3840"		"Gift"
"3841"		"Gift"
"3854"		"Gift"
"3855"		"Gift"
"3856"		"Gift"
"3857"		"Gift"
"3859"		"Gift"
"3860"		"Gift"
"3865"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"3866"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"3867"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"3868"		"Gift"
"3869"		"Gift"
"3870"		"Gift"
"3871"	"Estate of the Artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"3873"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"3874"	"Estate of the Artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"3875"		"Gift"
"388"		"Gift"
"3880"		"Gift"
"3881"		"Gift"
"3885"		"Gift"
"3887"		"Gift"
"3891"		"Gift"
"3893"		"Gift"
"3894"		"Gift"
"3897"		"Gift"
"39"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)         "	"Gift"
"390"		"Gift"
"3901"		"Gift"
"3902"		"Gift"
"3905"		"Gift"
"3906"		"Gift"
"3907"		"Gift"
"3909"		"Gift"
"391"		"Gift"
"3910"		"Gift"
"3914"		"Gift"
"3915"		"Gift"
"3917"		"Gift"
"3919"		"Gift"
"392"		"Gift"
"3921"		"Gift"
"3922"		"Gift"
"3923"		"Gift"
"3924"		"Gift"
"3925"		"Gift"
"3926"		"Gift"
"3927"		"Gift"
"3928"		"Gift"
"393"		"Gift"
"3931"		"Gift"
"3932"		"Gift"
"3934"		"Gift"
"3935"		"Gift"
"3937"		"Gift"
"394"		"Gift"
"3940"		"Gift"
"3942"		"Gift"
"395"		"Gift"
"3950"		"Gift"
"3956"		"Gift"
"3957"		"Gift"
"396"		"Gift"
"397"		"Gift"
"398"		"Gift"
"399"		"Gift"
"3999"		"Gift"
"4"	"(Doris Bry, New York, N.Y.) ^Anita O'Keeffe (Mrs. Robert R.) Young, Newport, R.I., 1972 ^Estate of Anita O'Keeffe (Mrs. Robert R.) Young, 1985 ^Robert R. Young Foundation, Cincinnati, Ohio, 1985 ^Sotheby's, New York, N.Y., sale no. 5658, lot no. 1, 3 December 1987 ^Gerald and Kathleen Peters, Santa Fe, N.Mex., 1989 ^The Burnett Foundation, Fort Worth, Tex., 1995 (partial share)         "	"Gift"
"40"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)         "	"Gift"
"400"		"Gift"
"41"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)         "	"Gift"
"42"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"423"		"Gift"
"424"		"Gift"
"425"		"Gift"
"426"		"Gift"
"428"		"Gift"
"43"	"The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)   The Burnett Foundation (Fort Worth)   1996   Fort Worth/Texas, The Georgia O'Keeffe Foundation, Abiquiu, 1993   The Georgia O'Keeffe Foundation   1993   Abiquiu/New Mexico, Estate of the artist, 1986The Georgia O'Keeffe Foundation, Abiquiu, 1993The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"4354"		"Gift"
"4355"		"Gift"
"4356"		"Gift"
"4357"		"Gift"
"4358"		"Gift"
"4359"		"Gift"
"4360"		"Gift"
"4361"		"Gift"
"4362"		"Gift"
"4363"		"Gift"
"4364"		"Gift"
"4365"		"Gift"
"4366"		"Gift"
"4367"		"Gift"
"4368"		"Gift"
"4369"		"Gift"
"44"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"45"	"The Burnett Foundation (partial share)   The Burnett Foundation (Fort Worth)   1996   Fort Worth/Texas, The Georgia O'Keeffe Foundation   The Georgia O'Keeffe Foundation   1993   Abiquiu/New Mexico, Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"456"	"Estate of the artist, 1986         "	"Gift"
"457"	" Estate of the artist, 1986         "	"Gift"
"458"	"Estate of the artist, 1986.         "	"Gift"
"459"	"Estate of the artist, 1986         "	"Gift"
"46"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)         "	"Gift"
"4610"		"Gift"
"4611"		"Gift"
"4612"		"Gift"
"4613"		"Gift"
"4614"		"Gift"
"4615"		"Gift"
"4617"		"Gift"
"4618"		"Gift"
"4619"		"Gift"
"4620"		"Gift"
"4621"		"Gift"
"4622"		"Gift"
"4623"		"Gift"
"4624"		"Gift"
"4625"		"Gift"
"4626"		"Gift"
"4627"		"Gift"
"4628"		"Gift"
"4629"		"Gift"
"4630"		"Gift"
"4631"		"Gift"
"4632"		"Gift"
"4633"		"Gift"
"4642"		"Gift"
"4643"		"Gift"
"4644"		"Gift"
"4646"		"Gift"
"4647"		"Gift"
"4648"		"Gift"
"4649"		"Gift"
"4650"		"Gift"
"4651"		"Gift"
"4652"		"Gift"
"4653"		"Gift"
"4654"		"Gift"
"4655"		"Gift"
"4656"		"Gift"
"4659"		"Gift"
"4661"		"Gift"
"4662"		"Gift"
"4663"		"Gift"
"4684"		"Gift"
"4685"		"Gift"
"4686"		"Gift"
"4687"		"Gift"
"4692"		"Gift"
"47"	"Estate of the artist, 1986 ^The Georgia O'Keeffe Foundation, Abiquiu, N.Mex., 1993 ^The Burnett Foundation, Fort Worth, Tex., 1996 (partial share)         "	"Gift"
"48"		"Gift"
"489"		"Gift"
"49"		"Gift"
"4912"		"Gift"
"4913"		"Gift"
"4916"		"Gift"
"4917"		"Gift"
"4919"		"Gift"
"4920"		"Gift"
"4921"		"Gift"
"4922"		"Gift"
"4924"		"Gift"
"4926"		"Gift"
"4929"		"Gift"
"4930"		"Gift"
"4931"		"Gift"
"4932"		"Gift"
"4933"		"Gift"
"4934"		"Gift"
"4935"		"Gift"
"4937"		"Gift"
"4938"		"Gift"
"4939"		"Gift"
"4940"		"Gift"
"4941"		"Gift"
"4942"		"Gift"
"4943"		"Fractional Gift, Gift"
"4944"		"Gift"
"4945"		"Gift"
"4946"		"Gift"
"4947"		"Gift"
"4948"		"Gift"
"4951"		"Gift"
"4956"		"Gift"
"4957"		"Gift"
"4958"		"Gift"
"4959"		"Gift"
"4960"		"Gift"
"4961"		"Gift"
"4962"		"Gift"
"4963"		"Gift"
"4964"		"Gift"
"4965"		"Gift"
"4966"		"Gift"
"4967"		"Gift"
"4968"		"Gift"
"4969"		"Gift"
"4970"		"Gift"
"4971"		"Gift"
"4972"		"Gift"
"4973"		"Gift"
"4974"		"Gift"
"4975"		"Gift"
"4976"		"Gift"
"4977"		"Gift"
"4978"		"Gift"
"4979"		"Gift"
"4980"		"Gift"
"4981"		"Gift"
"4982"		"Gift"
"4983"		"Gift"
"4984"		"Gift"
"4985"		"Gift"
"4986"		"Gift"
"4987"		"Gift"
"4988"		"Gift"
"4989"		"Gift"
"4990"		"Gift"
"4991"		"Gift"
"4992"		"Gift"
"4993"		"Gift"
"4994"		"Gift"
"4995"		"Gift"
"4996"		"Gift"
"4997"		"Gift"
"4998"		"Gift"
"4999"		"Gift"
"5"	"Anita O'Keeffe (Mrs. Robert R.) Young, Newport, R.I., 1965 ^Estate of Anita O'Keeffe (Mrs. Robert R.) Young, 1985 ^Robert R. Young Foundation, Cincinnati, Ohio, 1985 ^Sotheby's, New York, N.Y., sale no. 5658, lot no. 6, 3 December 1987 ^(Gerald Peters Gallery, Santa Fe, N.Mex.) ^Private collection, Fort Worth, Tex., 1987         "	"Gift"
"50"		"Gift"
"5000"		"Gift"
"5001"		"Gift"
"5002"		"Gift"
"5003"		"Gift"
"5004"		"Gift"
"5005"		"Gift"
"5006"		"Gift"
"5007"		"Gift"
"5008"		"Gift"
"5009"		"Gift"
"5010"		"Gift"
"5011"		"Gift"
"5012"		"Gift"
"5013"		"Gift"
"5014"		"Gift"
"5015"		"Gift"
"5016"		"Gift"
"5017"		"Gift"
"5018"		"Gift"
"5019"		"Gift"
"5020"		"Gift"
"5021"		"Gift"
"5022"		"Gift"
"5023"		"Gift"
"5024"		"Gift"
"5025"		"Gift"
"5026"		"Gift"
"5027"		"Gift"
"5028"		"Gift"
"5029"		"Gift"
"5030"		"Gift"
"5031"		"Gift"
"5032"		"Gift"
"5033"		"Gift"
"5034"		"Gift"
"5035"		"Gift"
"5036"		"Gift"
"5037"		"Gift"
"5038"		"Gift"
"5039"		"Gift"
"5040"		"Gift"
"5041"		"Gift"
"5042"		"Gift"
"5043"		"Gift"
"5044"		"Gift"
"5064"		
"51"		"Gift"
"5214"		"Gift"
"5237"		"Gift"
"5238"		"Gift"
"5292"		"Gift"
"5294"		"Gift"
"5295"		"Gift"
"53"		"Gift"
"5307"		"Gift"
"5311"		"Gift"
"5312"		"Gift"
"5313"		"Gift"
"5314"		"Gift"
"5315"		"Gift"
"5316"		"Gift"
"5317"		"Gift"
"5318"		"Gift"
"5319"		"Gift"
"5320"		"Gift"
"5321"		"Gift"
"5322"		"Gift"
"5323"		"Gift"
"5324"		"Gift"
"5326"		"Gift"
"5327"		"Gift"
"5376"		"Gift"
"538"	"Estate of the artist, 1986         "	"Gift"
"539"	"Estate of the artist, 1986         "	"Gift"
"54"		"Gift"
"540"	"to         "	"Gift"
"541"		"Burnett Foundation Gift"
"542"	"Estate of the artist, 1986         "	"Gift"
"543"	"Estate of the artist, 1986         "	"Gift"
"544"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Burnett Foundation Gift"
"5454"		"Gift"
"5456"		"Gift"
"5457"		"Gift"
"5458"		"Gift"
"5459"		"Gift"
"5460"		"Gift"
"5461"		"Gift"
"5462"		"Gift"
"5463"		"Gift"
"5464"		"Gift"
"5465"		"Gift"
"5466"		"Gift"
"5467"		"Gift"
"5468"		"Gift"
"5469"		"Gift"
"5470"		"Gift"
"5471"		"Gift"
"5472"		"Gift"
"5473"		"Gift"
"5474"		"Gift"
"5475"		"Gift"
"5476"		"Gift"
"5477"		"Gift"
"5478"		"Gift"
"5479"		"Gift"
"5480"		"Gift"
"5486"		"Gift"
"5487"		"Gift"
"5488"		"Gift"
"5489"		"Gift"
"5490"		"Gift"
"5491"		"Gift"
"5492"		"Gift"
"5493"		"Gift"
"5494"		"Gift"
"5495"		"Gift"
"5496"		"Gift"
"5497"		"Gift"
"5498"		"Gift"
"5499"		"Gift"
"55"		"Gift"
"5500"		"Gift"
"5501"		"Gift"
"5502"		"Gift"
"5503"		"Gift"
"5504"		"Gift"
"5505"		"Gift"
"5506"		"Gift"
"5507"		"Gift"
"5508"		"Gift"
"5509"		"Gift"
"5510"		"Gift"
"5511"		"Gift"
"5512"		"Gift"
"5513"		"Gift"
"5514"		"Gift"
"5515"		", Gift"
"5516"		", Gift"
"5517"		"Gift"
"5518"		"Gift"
"5519"		"Gift"
"5520"		"Gift"
"5521"		"Gift"
"5522"		"Gift"
"5523"		"Gift"
"5524"		"Gift"
"5525"		"Gift"
"5526"		"Gift"
"5527"		"Gift"
"5528"		"Gift"
"5529"		"Gift"
"5530"		"Gift"
"5532"		", Gift"
"5533"		"Gift"
"5534"		"Gift"
"5535"		"Gift"
"5536"		"Gift"
"5537"		"Gift"
"5538"		"Gift"
"5539"		"Gift"
"5540"		"Gift"
"5541"		"Gift"
"5542"		"Gift"
"5543"		"Gift"
"5544"		"Gift"
"5545"		"Gift"
"5546"		"Gift"
"5547"		"Gift"
"5548"		"Gift"
"5549"		"Gift"
"555"	"Estate of the artist, 1986         "	"Gift"
"5550"		"Gift"
"5551"		"Gift"
"5552"		"Gift"
"5553"		"Gift"
"5554"		"Gift"
"5555"		"Gift"
"5556"		"Gift"
"5557"		"Gift"
"5558"		"Gift"
"5559"		"Gift"
"556"	"Estate of the artist, 1986         "	"Gift"
"5560"		"Gift"
"5561"		"Gift"
"5562"		"Gift"
"5563"		"Gift"
"5564"		"Gift"
"5565"		"Gift"
"5566"		"Gift"
"5567"		"Gift"
"5568"		"Gift"
"5569"		"Gift"
"557"	"Estate of the artist, 1986         "	"Gift"
"5570"		"Gift"
"5571"		"Gift"
"5573"		"Gift"
"5574"		"Gift"
"5575"		"Gift"
"5576"		"Gift"
"5577"		"Gift"
"5578"		"Gift"
"5579"		"Gift"
"558"	"Estate of the artist, 1986         "	"Gift"
"5580"		"Gift"
"5581"		"Gift"
"5582"		"Gift"
"5583"		"Gift"
"5584"		"Gift"
"5585"		"Gift"
"5586"		"Gift"
"5587"		"Gift"
"5588"		"Gift"
"5589"		"Gift"
"559"	"Estate of the artist, 1986         "	"Gift"
"5590"		"Gift"
"5591"		"Gift"
"5592"		"Gift"
"5593"		"Gift"
"5594"		"Gift"
"5595"		"Gift"
"5596"		"Gift"
"5597"		"Gift"
"5598"		"Gift"
"5599"		"Gift"
"56"	"The Artist; The Ponchartrain Hotel, New Orleans in the mid-1980s; Andrew Smith Gallery, Santa Fe; Gerald Peters Gallery, Santa Fe         "	"Purchase"
"5600"		"Gift"
"5601"		"Gift"
"5602"		"Gift"
"5603"		"Gift"
"5604"		"Gift"
"5605"		"Gift"
"5606"		"Gift"
"5607"		"Gift"
"5608"		"Gift"
"5609"		"Gift"
"5610"		"Gift"
"5611"		"Gift"
"5612"		"Gift"
"5613"		"Gift"
"5614"		"Gift"
"5615"		"Gift"
"5616"		"Gift"
"5617"		"Gift"
"5618"		"Gift"
"5619"		"Gift"
"5620"		"Gift"
"5621"		"Gift"
"5622"		"Gift"
"5623"		"Gift"
"5624"		"Gift"
"5625"		"Gift"
"5627"		"Gift"
"5628"		"Gift"
"5629"		"Gift"
"5630"		"Gift"
"5631"		"Gift"
"5632"		"Gift"
"5633"		"Gift"
"5634"		"Gift"
"5636"		"Gift"
"5652"		"Gift"
"5654"		"Gift"
"5660"		"Gift"
"57"	"(Doris Bry, New York, N.Y.) ^Dr. Milton Gardner, New York, N.Y., 1973 ^(Hirschl & Adler Galleries, Inc., New York, N.Y.) ^Private collection, Excelsior, Minn., 1982 ^Owings-Dewey Fine Art, Santa Fe, N.Mex., 1989 ^Private collection, Aspen, Colo., 1989 ^Christie's, New York, N.Y., sale no. 7082, lot no. 210, 23 May 1990, no sale ^(Owings-Dewey Fine Art, Santa Fe, N.Mex. and Hirschl & Adler Galleries, Inc., New York, N.Y.) ^Private collection, New York, N.Y., 1992 ^(Mitchell-Innes and Nash Gallery, New York, N.Y.) ^The Burnett Foundation, Fort Worth, Tex., 1996         "	"Gift"
"572"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   "	"Gift"
"573"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   "	"Gift"
"574"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   "	"Gift"
"575"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"	"Gift"
"5756"		"Gift"
"5757"		"Gift"
"5758"		"Gift"
"5759"		"Gift"
"576"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   "	"Gift"
"5760"		"Gift"
"5761"		"Gift"
"5762"		"Gift"
"5763"		"Gift"
"5764"		"Gift"
"5765"		"Gift"
"5766"		"Gift"
"5767"		"Gift"
"5768"		"Gift"
"5769"		"Gift"
"577"	"Estate of the artist, 1986         "	"Gift"
"5770"		"Gift"
"5771"		"Gift"
"5772"		"Gift"
"5773"		"Gift"
"5778"		"Gift"
"5779"		"Gift"
"578"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   "	"Gift"
"5780"		"Gift"
"5781"		"Gift"
"5782"		"Gift"
"5783"		"Gift"
"5784"		"Gift"
"5785"		"Gift"
"5786"		"Gift"
"5787"		"Gift"
"5788"		"Gift"
"5789"		"Gift"
"5790"		"Gift"
"5793"		
"5794"		
"5851"		"Gift"
"5852"		"Gift"
"5853"		"Gift"
"5854"		"Gift"
"5860"		"Gift"
